,DATE,TG,Q_TG,TN,Q_TN,QQ,Q_QQ,TX,Q_TX,SD,Q_SD,CC,Q_CC,HU,Q_HU,SS,Q_SS
0,19570101,28.0,0.0,11.0,0.0,8.0,0.0,61.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
1,19570101,28.0,0.0,11.0,0.0,8.0,0.0,61.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
2,19570102,20.0,0.0,-22.0,0.0,8.0,0.0,89.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
3,19570102,20.0,0.0,-22.0,0.0,8.0,0.0,89.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
4,19570103,36.0,0.0,-17.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,93.0,0.0,2.0,0.0
5,19570103,36.0,0.0,-17.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,93.0,0.0,2.0,0.0
6,19570104,70.0,0.0,39.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,0.0,0.0
7,19570104,70.0,0.0,39.0,0.0,8.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,0.0,0.0
8,19570105,72.0,0.0,44.0,0.0,8.0,0.0,72.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,0.0,0.0
9,19570105,72.0,0.0,44.0,0.0,8.0,0.0,72.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,0.0,0.0
10,19570106,47.0,0.0,22.0,0.0,26.0,0.0,94.0,0.0,0.0,0.0,5.0,0.0,87.0,0.0,23.0,0.0
11,19570106,47.0,0.0,22.0,0.0,26.0,0.0,94.0,0.0,0.0,0.0,5.0,0.0,87.0,0.0,23.0,0.0
12,19570107,56.0,0.0,17.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,92.0,0.0,0.0,0.0
13,19570107,56.0,0.0,17.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,92.0,0.0,0.0,0.0
14,19570108,84.0,1.0,67.0,1.0,9.0,0.0,50.0,1.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
15,19570108,84.0,1.0,67.0,1.0,9.0,0.0,50.0,1.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
16,19570109,42.0,0.0,33.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,10.0,0.0
17,19570109,42.0,0.0,33.0,0.0,20.0,0.0,50.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,10.0,0.0
18,19570110,22.0,0.0,-6.0,0.0,39.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0,55.0,0.0
19,19570110,22.0,0.0,-6.0,0.0,39.0,0.0,61.0,0.0,0.0,0.0,1.0,0.0,79.0,0.0,55.0,0.0
20,19570111,11.0,0.0,-39.0,0.0,12.0,0.0,56.0,0.0,0.0,0.0,6.0,0.0,95.0,0.0,1.0,0.0
21,19570111,11.0,0.0,-39.0,0.0,12.0,0.0,56.0,0.0,0.0,0.0,6.0,0.0,95.0,0.0,1.0,0.0
22,19570112,34.0,0.0,11.0,0.0,42.0,0.0,44.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,61.0,0.0
23,19570112,34.0,0.0,11.0,0.0,42.0,0.0,44.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,61.0,0.0
24,19570113,33.0,1.0,22.0,0.0,31.0,0.0,22.0,1.0,0.0,0.0,5.0,0.0,71.0,0.0,29.0,0.0
25,19570113,33.0,1.0,22.0,0.0,31.0,0.0,22.0,1.0,0.0,0.0,5.0,0.0,71.0,0.0,29.0,0.0
26,19570114,-3.0,0.0,-28.0,0.0,44.0,0.0,39.0,0.0,0.0,0.0,3.0,0.0,80.0,0.0,64.0,0.0
27,19570114,-3.0,0.0,-28.0,0.0,44.0,0.0,39.0,0.0,0.0,0.0,3.0,0.0,80.0,0.0,64.0,0.0
28,19570115,-11.0,0.0,-61.0,0.0,16.0,0.0,56.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,3.0,0.0
29,19570115,-11.0,0.0,-61.0,0.0,16.0,0.0,56.0,0.0,0.0,0.0,6.0,0.0,83.0,0.0,3.0,0.0
30,19570116,25.0,0.0,-6.0,0.0,31.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0,78.0,0.0,25.0,0.0
31,19570116,25.0,0.0,-6.0,0.0,31.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0,78.0,0.0,25.0,0.0
32,19570117,14.0,0.0,-17.0,0.0,15.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,91.0,0.0,2.0,0.0
33,19570117,14.0,0.0,-17.0,0.0,15.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,91.0,0.0,2.0,0.0
34,19570118,11.0,0.0,-17.0,0.0,47.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,64.0,0.0
35,19570118,11.0,0.0,-17.0,0.0,47.0,0.0,44.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,64.0,0.0
36,19570119,-12.0,0.0,-67.0,0.0,11.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
37,19570119,-12.0,0.0,-67.0,0.0,11.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
38,19570120,38.0,0.0,-6.0,0.0,11.0,0.0,78.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,0.0,0.0
39,19570120,38.0,0.0,-6.0,0.0,11.0,0.0,78.0,0.0,0.0,0.0,8.0,0.0,94.0,0.0,0.0,0.0
40,19570121,56.0,0.0,33.0,0.0,29.0,0.0,61.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,17.0,0.0
41,19570121,56.0,0.0,33.0,0.0,29.0,0.0,61.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,17.0,0.0
42,19570122,44.0,0.0,28.0,0.0,11.0,0.0,67.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
43,19570122,44.0,0.0,28.0,0.0,11.0,0.0,67.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
44,19570123,36.0,1.0,6.0,0.0,23.0,0.0,11.0,1.0,0.0,0.0,7.0,0.0,85.0,0.0,7.0,0.0
45,19570123,36.0,1.0,6.0,0.0,23.0,0.0,11.0,1.0,0.0,0.0,7.0,0.0,85.0,0.0,7.0,0.0
46,19570124,2.0,0.0,-6.0,0.0,12.0,0.0,83.0,0.0,2.0,0.0,7.0,0.0,97.0,0.0,0.0,0.0
47,19570124,2.0,0.0,-6.0,0.0,12.0,0.0,83.0,0.0,2.0,0.0,7.0,0.0,97.0,0.0,0.0,0.0
48,19570125,11.0,0.0,-61.0,0.0,12.0,0.0,72.0,0.0,1.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
49,19570125,11.0,0.0,-61.0,0.0,12.0,0.0,72.0,0.0,1.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
50,19570126,6.0,0.0,-61.0,0.0,38.0,0.0,67.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,27.0,0.0
51,19570126,6.0,0.0,-61.0,0.0,38.0,0.0,67.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,27.0,0.0
52,19570127,36.0,0.0,6.0,0.0,21.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,88.0,0.0,4.0,0.0
53,19570127,36.0,0.0,6.0,0.0,21.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,88.0,0.0,4.0,0.0
54,19570128,33.0,0.0,-17.0,0.0,13.0,0.0,67.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
55,19570128,33.0,0.0,-17.0,0.0,13.0,0.0,67.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
56,19570129,42.0,0.0,17.0,0.0,47.0,0.0,67.0,0.0,0.0,0.0,4.0,0.0,87.0,0.0,42.0,0.0
57,19570129,42.0,0.0,17.0,0.0,47.0,0.0,67.0,0.0,0.0,0.0,4.0,0.0,87.0,0.0,42.0,0.0
58,19570130,12.0,0.0,-44.0,0.0,13.0,0.0,89.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
59,19570130,12.0,0.0,-44.0,0.0,13.0,0.0,89.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
60,19570131,50.0,0.0,11.0,0.0,14.0,0.0,56.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,0.0,0.0
61,19570131,50.0,0.0,11.0,0.0,14.0,0.0,56.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,0.0,0.0
62,19570201,42.0,0.0,28.0,0.0,20.0,0.0,67.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,2.0,0.0
63,19570201,42.0,0.0,28.0,0.0,20.0,0.0,67.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,2.0,0.0
64,19570202,36.0,0.0,6.0,0.0,57.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,87.0,0.0,55.0,0.0
65,19570202,36.0,0.0,6.0,0.0,57.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,87.0,0.0,55.0,0.0
66,19570203,38.0,0.0,-6.0,0.0,15.0,0.0,89.0,0.0,0.0,0.0,6.0,0.0,93.0,0.0,0.0,0.0
67,19570203,38.0,0.0,-6.0,0.0,15.0,0.0,89.0,0.0,0.0,0.0,6.0,0.0,93.0,0.0,0.0,0.0
68,19570204,53.0,0.0,17.0,0.0,22.0,0.0,78.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,2.0,0.0
69,19570204,53.0,0.0,17.0,0.0,22.0,0.0,78.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,2.0,0.0
70,19570205,53.0,1.0,28.0,0.0,58.0,0.0,50.0,1.0,0.0,0.0,4.0,0.0,76.0,0.0,50.0,0.0
71,19570205,53.0,1.0,28.0,0.0,58.0,0.0,50.0,1.0,0.0,0.0,4.0,0.0,76.0,0.0,50.0,0.0
72,19570206,25.0,0.0,0.0,0.0,48.0,0.0,83.0,0.0,1.0,0.0,7.0,0.0,93.0,0.0,29.0,0.0
73,19570206,25.0,0.0,0.0,0.0,48.0,0.0,83.0,0.0,1.0,0.0,7.0,0.0,93.0,0.0,29.0,0.0
74,19570207,44.0,0.0,6.0,0.0,16.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
75,19570207,44.0,0.0,6.0,0.0,16.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
76,19570208,61.0,0.0,39.0,0.0,16.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,0.0,0.0
77,19570208,61.0,0.0,39.0,0.0,16.0,0.0,83.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,0.0,0.0
78,19570209,44.0,0.0,6.0,0.0,67.0,0.0,78.0,0.0,0.0,0.0,4.0,0.0,83.0,0.0,58.0,0.0
79,19570209,44.0,0.0,6.0,0.0,67.0,0.0,78.0,0.0,0.0,0.0,4.0,0.0,83.0,0.0,58.0,0.0
80,19570210,39.0,0.0,0.0,0.0,48.0,0.0,67.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,24.0,0.0
81,19570210,39.0,0.0,0.0,0.0,48.0,0.0,67.0,0.0,0.0,0.0,6.0,0.0,84.0,0.0,24.0,0.0
82,19570211,34.0,0.0,0.0,0.0,29.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,94.0,0.0,4.0,0.0
83,19570211,34.0,0.0,0.0,0.0,29.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,94.0,0.0,4.0,0.0
84,19570212,0.0,0.0,-39.0,0.0,18.0,0.0,33.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
85,19570212,0.0,0.0,-39.0,0.0,18.0,0.0,33.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
86,19570213,20.0,0.0,6.0,0.0,18.0,0.0,28.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
87,19570213,20.0,0.0,6.0,0.0,18.0,0.0,28.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,0.0,0.0
88,19570214,17.0,0.0,6.0,0.0,19.0,0.0,39.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,0.0,0.0
89,19570214,17.0,0.0,6.0,0.0,19.0,0.0,39.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,0.0,0.0
90,19570215,11.0,0.0,-17.0,0.0,78.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,79.0,0.0,65.0,0.0
91,19570215,11.0,0.0,-17.0,0.0,78.0,0.0,28.0,0.0,0.0,0.0,3.0,0.0,79.0,0.0,65.0,0.0
92,19570216,-6.0,0.0,-39.0,0.0,25.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,88.0,0.0,1.0,0.0
93,19570216,-6.0,0.0,-39.0,0.0,25.0,0.0,39.0,0.0,0.0,0.0,6.0,0.0,88.0,0.0,1.0,0.0
94,19570217,-20.0,0.0,-78.0,0.0,72.0,0.0,39.0,0.0,0.0,0.0,5.0,0.0,87.0,0.0,48.0,0.0
95,19570217,-20.0,0.0,-78.0,0.0,72.0,0.0,39.0,0.0,0.0,0.0,5.0,0.0,87.0,0.0,48.0,0.0
96,19570218,-14.0,0.0,-67.0,0.0,91.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,81.0,0.0
97,19570218,-14.0,0.0,-67.0,0.0,91.0,0.0,50.0,0.0,0.0,0.0,2.0,0.0,76.0,0.0,81.0,0.0
98,19570219,-28.0,0.0,-106.0,0.0,96.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,88.0,0.0
99,19570219,-28.0,0.0,-106.0,0.0,96.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,88.0,0.0
100,19570220,-25.0,0.0,-94.0,0.0,86.0,0.0,61.0,0.0,0.0,0.0,5.0,0.0,85.0,0.0,65.0,0.0
101,19570220,-25.0,0.0,-94.0,0.0,86.0,0.0,61.0,0.0,0.0,0.0,5.0,0.0,85.0,0.0,65.0,0.0
102,19570221,-6.0,0.0,-72.0,0.0,84.0,0.0,50.0,0.0,0.0,0.0,4.0,0.0,92.0,0.0,60.0,0.0
103,19570221,-6.0,0.0,-72.0,0.0,84.0,0.0,50.0,0.0,0.0,0.0,4.0,0.0,92.0,0.0,60.0,0.0
104,19570222,-3.0,0.0,-56.0,0.0,89.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,65.0,0.0
105,19570222,-3.0,0.0,-56.0,0.0,89.0,0.0,17.0,0.0,0.0,0.0,4.0,0.0,88.0,0.0,65.0,0.0
106,19570223,-6.0,0.0,-28.0,0.0,23.0,0.0,39.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,0.0,0.0
107,19570223,-6.0,0.0,-28.0,0.0,23.0,0.0,39.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,0.0,0.0
108,19570224,14.0,0.0,-11.0,0.0,23.0,0.0,72.0,0.0,12.0,0.0,-9999.0,9.0,100.0,0.0,0.0,0.0
109,19570224,14.0,0.0,-11.0,0.0,23.0,0.0,72.0,0.0,12.0,0.0,-9999.0,9.0,100.0,0.0,0.0,0.0
110,19570225,36.0,0.0,0.0,0.0,56.0,0.0,39.0,0.0,4.0,0.0,6.0,0.0,95.0,0.0,17.0,0.0
111,19570225,36.0,0.0,0.0,0.0,56.0,0.0,39.0,0.0,4.0,0.0,6.0,0.0,95.0,0.0,17.0,0.0
112,19570226,16.0,0.0,-6.0,0.0,70.0,0.0,78.0,0.0,0.0,0.0,6.0,0.0,85.0,0.0,30.0,0.0
113,19570226,16.0,0.0,-6.0,0.0,70.0,0.0,78.0,0.0,0.0,0.0,6.0,0.0,85.0,0.0,30.0,0.0
114,19570227,11.0,0.0,-56.0,0.0,89.0,0.0,78.0,0.0,0.0,0.0,5.0,0.0,84.0,0.0,53.0,0.0
115,19570227,11.0,0.0,-56.0,0.0,89.0,0.0,78.0,0.0,0.0,0.0,5.0,0.0,84.0,0.0,53.0,0.0
116,19570228,34.0,0.0,-11.0,0.0,44.0,0.0,72.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,6.0,0.0
117,19570228,34.0,0.0,-11.0,0.0,44.0,0.0,72.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,6.0,0.0
118,19570301,20.0,0.0,-33.0,0.0,68.0,0.0,72.0,0.0,0.0,0.0,7.0,0.0,84.0,0.0,23.0,0.0
119,19570301,20.0,0.0,-33.0,0.0,68.0,0.0,72.0,0.0,0.0,0.0,7.0,0.0,84.0,0.0,23.0,0.0
120,19570302,30.0,0.0,-11.0,0.0,28.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
121,19570302,30.0,0.0,-11.0,0.0,28.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
122,19570303,50.0,1.0,0.0,0.0,55.0,0.0,39.0,1.0,0.0,0.0,-9999.0,9.0,94.0,0.0,11.0,0.0
123,19570303,50.0,1.0,0.0,0.0,55.0,0.0,39.0,1.0,0.0,0.0,-9999.0,9.0,94.0,0.0,11.0,0.0
124,19570304,25.0,0.0,11.0,0.0,30.0,0.0,61.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
125,19570304,25.0,0.0,11.0,0.0,30.0,0.0,61.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
126,19570305,39.0,0.0,17.0,0.0,36.0,0.0,72.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,1.0,0.0
127,19570305,39.0,0.0,17.0,0.0,36.0,0.0,72.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,1.0,0.0
128,19570306,50.0,0.0,28.0,0.0,31.0,0.0,89.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
129,19570306,50.0,0.0,28.0,0.0,31.0,0.0,89.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
130,19570307,64.0,0.0,39.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
131,19570307,64.0,0.0,39.0,0.0,31.0,0.0,100.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
132,19570308,80.0,0.0,61.0,0.0,32.0,0.0,117.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
133,19570308,80.0,0.0,61.0,0.0,32.0,0.0,117.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
134,19570309,92.0,0.0,67.0,0.0,42.0,0.0,106.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,2.0,0.0
135,19570309,92.0,0.0,67.0,0.0,42.0,0.0,106.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,2.0,0.0
136,19570310,84.0,0.0,61.0,0.0,33.0,0.0,167.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
137,19570310,84.0,0.0,61.0,0.0,33.0,0.0,167.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
138,19570311,120.0,0.0,72.0,0.0,84.0,0.0,194.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,26.0,0.0
139,19570311,120.0,0.0,72.0,0.0,84.0,0.0,194.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,26.0,0.0
140,19570312,128.0,1.0,61.0,0.0,136.0,0.0,117.0,1.0,0.0,0.0,5.0,0.0,76.0,0.0,79.0,0.0
141,19570312,128.0,1.0,61.0,0.0,136.0,0.0,117.0,1.0,0.0,0.0,5.0,0.0,76.0,0.0,79.0,0.0
142,19570313,70.0,0.0,22.0,0.0,58.0,0.0,94.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,7.0,0.0
143,19570313,70.0,0.0,22.0,0.0,58.0,0.0,94.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,7.0,0.0
144,19570314,72.0,0.0,50.0,0.0,35.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
145,19570314,72.0,0.0,50.0,0.0,35.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
146,19570315,89.0,0.0,67.0,0.0,36.0,0.0,122.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
147,19570315,89.0,0.0,67.0,0.0,36.0,0.0,122.0,0.0,0.0,0.0,8.0,0.0,95.0,0.0,0.0,0.0
148,19570316,102.0,1.0,83.0,0.0,47.0,0.0,89.0,1.0,0.0,0.0,7.0,0.0,95.0,0.0,2.0,0.0
149,19570316,102.0,1.0,83.0,0.0,47.0,0.0,89.0,1.0,0.0,0.0,7.0,0.0,95.0,0.0,2.0,0.0
150,19570317,80.0,0.0,72.0,0.0,71.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,12.0,0.0
151,19570317,80.0,0.0,72.0,0.0,71.0,0.0,100.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,12.0,0.0
152,19570318,80.0,0.0,61.0,0.0,73.0,0.0,94.0,0.0,0.0,0.0,7.0,0.0,85.0,0.0,13.0,0.0
153,19570318,80.0,0.0,61.0,0.0,73.0,0.0,94.0,0.0,0.0,0.0,7.0,0.0,85.0,0.0,13.0,0.0
154,19570319,69.0,0.0,44.0,0.0,38.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
155,19570319,69.0,0.0,44.0,0.0,38.0,0.0,83.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
156,19570320,56.0,0.0,28.0,0.0,98.0,0.0,83.0,0.0,0.0,0.0,7.0,0.0,91.0,0.0,28.0,0.0
157,19570320,56.0,0.0,28.0,0.0,98.0,0.0,83.0,0.0,0.0,0.0,7.0,0.0,91.0,0.0,28.0,0.0
158,19570321,47.0,0.0,11.0,0.0,137.0,0.0,106.0,0.0,0.0,0.0,5.0,0.0,85.0,0.0,62.0,0.0
159,19570321,47.0,0.0,11.0,0.0,137.0,0.0,106.0,0.0,0.0,0.0,5.0,0.0,85.0,0.0,62.0,0.0
160,19570322,58.0,0.0,11.0,0.0,78.0,0.0,111.0,0.0,0.0,0.0,6.0,0.0,82.0,0.0,13.0,0.0
161,19570322,58.0,0.0,11.0,0.0,78.0,0.0,111.0,0.0,0.0,0.0,6.0,0.0,82.0,0.0,13.0,0.0
162,19570323,56.0,0.0,0.0,0.0,138.0,0.0,111.0,0.0,0.0,0.0,3.0,0.0,82.0,0.0,59.0,0.0
163,19570323,56.0,0.0,0.0,0.0,138.0,0.0,111.0,0.0,0.0,0.0,3.0,0.0,82.0,0.0,59.0,0.0
164,19570324,66.0,0.0,22.0,0.0,136.0,0.0,94.0,0.0,0.0,0.0,5.0,0.0,83.0,0.0,56.0,0.0
165,19570324,66.0,0.0,22.0,0.0,136.0,0.0,94.0,0.0,0.0,0.0,5.0,0.0,83.0,0.0,56.0,0.0
166,19570325,38.0,0.0,-17.0,0.0,79.0,0.0,83.0,0.0,0.0,0.0,7.0,0.0,87.0,0.0,12.0,0.0
167,19570325,38.0,0.0,-17.0,0.0,79.0,0.0,83.0,0.0,0.0,0.0,7.0,0.0,87.0,0.0,12.0,0.0
168,19570326,58.0,0.0,33.0,0.0,107.0,0.0,78.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,29.0,0.0
169,19570326,58.0,0.0,33.0,0.0,107.0,0.0,78.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,29.0,0.0
170,19570327,36.0,0.0,-6.0,0.0,103.0,0.0,139.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,25.0,0.0
171,19570327,36.0,0.0,-6.0,0.0,103.0,0.0,139.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,25.0,0.0
172,19570328,80.0,0.0,22.0,0.0,197.0,0.0,94.0,0.0,0.0,0.0,1.0,0.0,73.0,0.0,113.0,0.0
173,19570328,80.0,0.0,22.0,0.0,197.0,0.0,94.0,0.0,0.0,0.0,1.0,0.0,73.0,0.0,113.0,0.0
174,19570329,61.0,0.0,28.0,0.0,108.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,27.0,0.0
175,19570329,61.0,0.0,28.0,0.0,108.0,0.0,111.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,27.0,0.0
176,19570330,84.0,0.0,56.0,0.0,62.0,0.0,117.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,3.0,0.0
177,19570330,84.0,0.0,56.0,0.0,62.0,0.0,117.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,3.0,0.0
178,19570331,64.0,0.0,11.0,0.0,112.0,0.0,106.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,28.0,0.0
179,19570331,64.0,0.0,11.0,0.0,112.0,0.0,106.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,28.0,0.0
180,19570401,58.0,0.0,11.0,0.0,90.0,0.0,106.0,0.0,0.0,0.0,8.0,0.0,83.0,0.0,14.0,0.0
181,19570401,58.0,0.0,11.0,0.0,90.0,0.0,106.0,0.0,0.0,0.0,8.0,0.0,83.0,0.0,14.0,0.0
182,19570402,56.0,0.0,6.0,0.0,115.0,0.0,106.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,28.0,0.0
183,19570402,56.0,0.0,6.0,0.0,115.0,0.0,106.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,28.0,0.0
184,19570403,64.0,0.0,22.0,0.0,48.0,0.0,94.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
185,19570403,64.0,0.0,22.0,0.0,48.0,0.0,94.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
186,19570404,86.0,0.0,78.0,0.0,48.0,0.0,133.0,0.0,0.0,0.0,8.0,0.0,99.0,0.0,0.0,0.0
187,19570404,86.0,0.0,78.0,0.0,48.0,0.0,133.0,0.0,0.0,0.0,8.0,0.0,99.0,0.0,0.0,0.0
188,19570405,100.0,1.0,67.0,0.0,189.0,0.0,89.0,1.0,0.0,0.0,4.0,0.0,76.0,0.0,86.0,0.0
189,19570405,100.0,1.0,67.0,0.0,189.0,0.0,89.0,1.0,0.0,0.0,4.0,0.0,76.0,0.0,86.0,0.0
190,19570406,39.0,0.0,-11.0,0.0,175.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,78.0,0.0,71.0,0.0
191,19570406,39.0,0.0,-11.0,0.0,175.0,0.0,100.0,0.0,0.0,0.0,5.0,0.0,78.0,0.0,71.0,0.0
192,19570407,61.0,0.0,22.0,0.0,59.0,0.0,111.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,1.0,0.0
193,19570407,61.0,0.0,22.0,0.0,59.0,0.0,111.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,1.0,0.0
194,19570408,70.0,0.0,28.0,0.0,194.0,0.0,89.0,0.0,0.0,0.0,5.0,0.0,76.0,0.0,86.0,0.0
195,19570408,70.0,0.0,28.0,0.0,194.0,0.0,89.0,0.0,0.0,0.0,5.0,0.0,76.0,0.0,86.0,0.0
196,19570409,64.0,0.0,39.0,0.0,69.0,0.0,111.0,0.0,0.0,0.0,7.0,0.0,77.0,0.0,3.0,0.0
