,DATE,TG,Q_TG,TN,Q_TN,QQ,Q_QQ,TX,Q_TX,SD,Q_SD,CC,Q_CC,HU,Q_HU,SS,Q_SS
3081,19610321,48.0,0.0,9.0,0.0,152.0,0.0,122.0,0.0,0.0,0.0,7.0,0.0,58.0,0.0,78.0,0.0
3082,19610322,80.0,0.0,37.0,0.0,117.0,0.0,88.0,0.0,0.0,0.0,6.0,0.0,79.0,0.0,41.0,0.0
3083,19610322,80.0,0.0,37.0,0.0,117.0,0.0,88.0,0.0,0.0,0.0,6.0,0.0,79.0,0.0,41.0,0.0
3084,19610323,70.0,0.0,52.0,0.0,56.0,0.0,120.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,3.0,0.0
3085,19610323,70.0,0.0,52.0,0.0,56.0,0.0,120.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,3.0,0.0
3086,19610324,91.0,0.0,62.0,0.0,130.0,0.0,108.0,0.0,0.0,0.0,6.0,0.0,80.0,0.0,50.0,0.0
3087,19610324,91.0,0.0,62.0,0.0,130.0,0.0,108.0,0.0,0.0,0.0,6.0,0.0,80.0,0.0,50.0,0.0
3088,19610325,80.0,0.0,52.0,0.0,86.0,0.0,89.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,16.0,0.0
3089,19610325,80.0,0.0,52.0,0.0,86.0,0.0,89.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,16.0,0.0
3090,19610326,74.0,1.0,58.0,0.0,164.0,0.0,72.0,1.0,0.0,0.0,4.0,0.0,78.0,0.0,80.0,0.0
3091,19610326,74.0,1.0,58.0,0.0,164.0,0.0,72.0,1.0,0.0,0.0,4.0,0.0,78.0,0.0,80.0,0.0
3092,19610327,30.0,0.0,-11.0,0.0,177.0,0.0,93.0,0.0,0.0,0.0,6.0,0.0,64.0,0.0,92.0,0.0
3093,19610327,30.0,0.0,-11.0,0.0,177.0,0.0,93.0,0.0,0.0,0.0,6.0,0.0,64.0,0.0,92.0,0.0
3094,19610328,52.0,0.0,12.0,0.0,44.0,0.0,118.0,0.0,0.0,0.0,8.0,0.0,85.0,0.0,0.0,0.0
3095,19610328,52.0,0.0,12.0,0.0,44.0,0.0,118.0,0.0,0.0,0.0,8.0,0.0,85.0,0.0,0.0,0.0
3096,19610329,77.0,1.0,36.0,0.0,81.0,0.0,59.0,1.0,0.0,0.0,8.0,0.0,92.0,0.0,11.0,0.0
3097,19610329,77.0,1.0,36.0,0.0,81.0,0.0,59.0,1.0,0.0,0.0,8.0,0.0,92.0,0.0,11.0,0.0
3098,19610330,30.0,0.0,2.0,0.0,65.0,0.0,84.0,0.0,1.0,0.0,8.0,0.0,94.0,0.0,4.0,0.0
3099,19610330,30.0,0.0,2.0,0.0,65.0,0.0,84.0,0.0,1.0,0.0,8.0,0.0,94.0,0.0,4.0,0.0
3100,19610331,44.0,0.0,3.0,0.0,98.0,0.0,71.0,0.0,0.0,0.0,7.0,0.0,85.0,0.0,19.0,0.0
3101,19610331,44.0,0.0,3.0,0.0,98.0,0.0,71.0,0.0,0.0,0.0,7.0,0.0,85.0,0.0,19.0,0.0
3102,19610401,48.0,0.0,24.0,0.0,47.0,0.0,73.0,0.0,0.0,0.0,8.0,0.0,85.0,0.0,0.0,0.0
3103,19610401,48.0,0.0,24.0,0.0,47.0,0.0,73.0,0.0,0.0,0.0,8.0,0.0,85.0,0.0,0.0,0.0
3104,19610402,43.0,0.0,13.0,0.0,129.0,0.0,55.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,38.0,0.0
3105,19610402,43.0,0.0,13.0,0.0,129.0,0.0,55.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,38.0,0.0
3106,19610403,10.0,0.0,-35.0,0.0,208.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,72.0,0.0,110.0,0.0
3107,19610403,10.0,0.0,-35.0,0.0,208.0,0.0,27.0,0.0,0.0,0.0,3.0,0.0,72.0,0.0,110.0,0.0
3108,19610404,-16.0,0.0,-59.0,0.0,48.0,0.0,84.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
3109,19610404,-16.0,0.0,-59.0,0.0,48.0,0.0,84.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
3110,19610405,42.0,0.0,1.0,0.0,49.0,0.0,88.0,0.0,0.0,0.0,8.0,0.0,99.0,0.0,0.0,0.0
3111,19610405,42.0,0.0,1.0,0.0,49.0,0.0,88.0,0.0,0.0,0.0,8.0,0.0,99.0,0.0,0.0,0.0
3112,19610406,54.0,0.0,19.0,0.0,50.0,0.0,96.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
3113,19610406,54.0,0.0,19.0,0.0,50.0,0.0,96.0,0.0,0.0,0.0,8.0,0.0,97.0,0.0,0.0,0.0
3114,19610407,62.0,0.0,28.0,0.0,140.0,0.0,111.0,0.0,0.0,0.0,6.0,0.0,79.0,0.0,41.0,0.0
3115,19610407,62.0,0.0,28.0,0.0,140.0,0.0,111.0,0.0,0.0,0.0,6.0,0.0,79.0,0.0,41.0,0.0
3116,19610408,31.0,0.0,-49.0,0.0,195.0,0.0,73.0,0.0,0.0,0.0,5.0,0.0,71.0,0.0,87.0,0.0
3117,19610408,31.0,0.0,-49.0,0.0,195.0,0.0,73.0,0.0,0.0,0.0,5.0,0.0,71.0,0.0,87.0,0.0
3118,19610409,54.0,0.0,34.0,0.0,51.0,0.0,126.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
3119,19610409,54.0,0.0,34.0,0.0,51.0,0.0,126.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,0.0,0.0
3120,19610410,81.0,0.0,36.0,0.0,61.0,0.0,132.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,1.0,0.0
3121,19610410,81.0,0.0,36.0,0.0,61.0,0.0,132.0,0.0,0.0,0.0,8.0,0.0,91.0,0.0,1.0,0.0
3122,19610411,98.0,0.0,63.0,0.0,108.0,0.0,128.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,18.0,0.0
3123,19610411,98.0,0.0,63.0,0.0,108.0,0.0,128.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,18.0,0.0
3124,19610412,100.0,0.0,73.0,0.0,53.0,0.0,114.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
3125,19610412,100.0,0.0,73.0,0.0,53.0,0.0,114.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
3126,19610413,94.0,0.0,74.0,0.0,106.0,0.0,120.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,16.0,0.0
3127,19610413,94.0,0.0,74.0,0.0,106.0,0.0,120.0,0.0,0.0,0.0,7.0,0.0,94.0,0.0,16.0,0.0
3128,19610414,86.0,0.0,53.0,0.0,127.0,0.0,126.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,27.0,0.0
3129,19610414,86.0,0.0,53.0,0.0,127.0,0.0,126.0,0.0,0.0,0.0,7.0,0.0,89.0,0.0,27.0,0.0
3130,19610415,62.0,0.0,-3.0,0.0,204.0,0.0,168.0,0.0,0.0,0.0,6.0,0.0,82.0,0.0,84.0,0.0
3131,19610415,62.0,0.0,-3.0,0.0,204.0,0.0,168.0,0.0,0.0,0.0,6.0,0.0,82.0,0.0,84.0,0.0
3132,19610416,90.0,0.0,13.0,0.0,198.0,0.0,157.0,0.0,0.0,0.0,6.0,0.0,80.0,0.0,77.0,0.0
3133,19610416,90.0,0.0,13.0,0.0,198.0,0.0,157.0,0.0,0.0,0.0,6.0,0.0,80.0,0.0,77.0,0.0
3134,19610417,74.0,0.0,-9.0,0.0,175.0,0.0,137.0,0.0,0.0,0.0,6.0,0.0,79.0,0.0,57.0,0.0
3135,19610417,74.0,0.0,-9.0,0.0,175.0,0.0,137.0,0.0,0.0,0.0,6.0,0.0,79.0,0.0,57.0,0.0
3136,19610418,100.0,0.0,63.0,0.0,117.0,0.0,123.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,19.0,0.0
3137,19610418,100.0,0.0,63.0,0.0,117.0,0.0,123.0,0.0,0.0,0.0,6.0,0.0,89.0,0.0,19.0,0.0
3138,19610419,90.0,0.0,57.0,0.0,116.0,0.0,131.0,0.0,0.0,0.0,8.0,0.0,83.0,0.0,18.0,0.0
3139,19610419,90.0,0.0,57.0,0.0,116.0,0.0,131.0,0.0,0.0,0.0,8.0,0.0,83.0,0.0,18.0,0.0
3140,19610420,100.0,0.0,69.0,0.0,176.0,0.0,128.0,0.0,0.0,0.0,7.0,0.0,79.0,0.0,55.0,0.0
3141,19610420,100.0,0.0,69.0,0.0,176.0,0.0,128.0,0.0,0.0,0.0,7.0,0.0,79.0,0.0,55.0,0.0
3142,19610421,105.0,0.0,82.0,0.0,165.0,0.0,125.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,46.0,0.0
3143,19610421,105.0,0.0,82.0,0.0,165.0,0.0,125.0,0.0,0.0,0.0,6.0,0.0,90.0,0.0,46.0,0.0
3144,19610422,96.0,0.0,68.0,0.0,119.0,0.0,127.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,18.0,0.0
3145,19610422,96.0,0.0,68.0,0.0,119.0,0.0,127.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,18.0,0.0
3146,19610423,98.0,0.0,69.0,0.0,128.0,0.0,134.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,22.0,0.0
3147,19610423,98.0,0.0,69.0,0.0,128.0,0.0,134.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,22.0,0.0
3148,19610424,96.0,0.0,59.0,0.0,253.0,0.0,127.0,0.0,0.0,0.0,5.0,0.0,82.0,0.0,115.0,0.0
3149,19610424,96.0,0.0,59.0,0.0,253.0,0.0,127.0,0.0,0.0,0.0,5.0,0.0,82.0,0.0,115.0,0.0
3150,19610425,65.0,0.0,3.0,0.0,126.0,0.0,99.0,0.0,0.0,0.0,8.0,0.0,79.0,0.0,20.0,0.0
3151,19610425,65.0,0.0,3.0,0.0,126.0,0.0,99.0,0.0,0.0,0.0,8.0,0.0,79.0,0.0,20.0,0.0
3152,19610426,84.0,0.0,68.0,0.0,61.0,0.0,118.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
3153,19610426,84.0,0.0,68.0,0.0,61.0,0.0,118.0,0.0,0.0,0.0,8.0,0.0,98.0,0.0,0.0,0.0
3154,19610427,92.0,0.0,67.0,0.0,72.0,0.0,128.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,1.0,0.0
3155,19610427,92.0,0.0,67.0,0.0,72.0,0.0,128.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,1.0,0.0
3156,19610428,100.0,0.0,72.0,0.0,102.0,0.0,119.0,0.0,0.0,0.0,7.0,0.0,92.0,0.0,9.0,0.0
3157,19610428,100.0,0.0,72.0,0.0,102.0,0.0,119.0,0.0,0.0,0.0,7.0,0.0,92.0,0.0,9.0,0.0
3158,19610429,89.0,0.0,59.0,0.0,73.0,0.0,112.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,1.0,0.0
3159,19610429,89.0,0.0,59.0,0.0,73.0,0.0,112.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,1.0,0.0
3160,19610430,93.0,0.0,74.0,0.0,63.0,0.0,127.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,0.0,0.0
3161,19610430,93.0,0.0,74.0,0.0,63.0,0.0,127.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,0.0,0.0
3162,19610501,96.0,0.0,64.0,0.0,94.0,0.0,114.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,4.0,0.0
3163,19610501,96.0,0.0,64.0,0.0,94.0,0.0,114.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,4.0,0.0
3164,19610502,94.0,0.0,73.0,0.0,156.0,0.0,126.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,28.0,0.0
3165,19610502,94.0,0.0,73.0,0.0,156.0,0.0,126.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,28.0,0.0
3166,19610503,87.0,0.0,48.0,0.0,190.0,0.0,117.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,48.0,0.0
3167,19610503,87.0,0.0,48.0,0.0,190.0,0.0,117.0,0.0,0.0,0.0,7.0,0.0,86.0,0.0,48.0,0.0
3168,19610504,97.0,0.0,77.0,0.0,65.0,0.0,151.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
3169,19610504,97.0,0.0,77.0,0.0,65.0,0.0,151.0,0.0,0.0,0.0,8.0,0.0,96.0,0.0,0.0,0.0
3170,19610505,120.0,0.0,90.0,0.0,262.0,0.0,128.0,0.0,0.0,0.0,5.0,0.0,76.0,0.0,105.0,0.0
3171,19610505,120.0,0.0,90.0,0.0,262.0,0.0,128.0,0.0,0.0,0.0,5.0,0.0,76.0,0.0,105.0,0.0
3172,19610506,86.0,0.0,45.0,0.0,150.0,0.0,110.0,0.0,0.0,0.0,6.0,0.0,88.0,0.0,23.0,0.0
3173,19610506,86.0,0.0,45.0,0.0,150.0,0.0,110.0,0.0,0.0,0.0,6.0,0.0,88.0,0.0,23.0,0.0
3174,19610507,83.0,0.0,56.0,0.0,214.0,0.0,121.0,0.0,0.0,0.0,7.0,0.0,84.0,0.0,62.0,0.0
3175,19610507,83.0,0.0,56.0,0.0,214.0,0.0,121.0,0.0,0.0,0.0,7.0,0.0,84.0,0.0,62.0,0.0
3176,19610508,84.0,0.0,46.0,0.0,181.0,0.0,142.0,0.0,0.0,0.0,7.0,0.0,84.0,0.0,39.0,0.0
3177,19610508,84.0,0.0,46.0,0.0,181.0,0.0,142.0,0.0,0.0,0.0,7.0,0.0,84.0,0.0,39.0,0.0
3178,19610509,102.0,0.0,61.0,0.0,217.0,0.0,172.0,0.0,0.0,0.0,4.0,0.0,70.0,0.0,63.0,0.0
3179,19610509,102.0,0.0,61.0,0.0,217.0,0.0,172.0,0.0,0.0,0.0,4.0,0.0,70.0,0.0,63.0,0.0
3180,19610510,98.0,0.0,23.0,0.0,308.0,0.0,208.0,0.0,0.0,0.0,4.0,0.0,72.0,0.0,143.0,0.0
3181,19610510,98.0,0.0,23.0,0.0,308.0,0.0,208.0,0.0,0.0,0.0,4.0,0.0,72.0,0.0,143.0,0.0
3182,19610511,113.0,0.0,18.0,0.0,256.0,0.0,202.0,0.0,0.0,0.0,6.0,0.0,67.0,0.0,92.0,0.0
3183,19610511,113.0,0.0,18.0,0.0,256.0,0.0,202.0,0.0,0.0,0.0,6.0,0.0,67.0,0.0,92.0,0.0
3184,19610512,122.0,0.0,41.0,0.0,174.0,0.0,182.0,0.0,0.0,0.0,7.0,0.0,67.0,0.0,33.0,0.0
3185,19610512,122.0,0.0,41.0,0.0,174.0,0.0,182.0,0.0,0.0,0.0,7.0,0.0,67.0,0.0,33.0,0.0
3186,19610513,110.0,0.0,39.0,0.0,247.0,0.0,119.0,0.0,0.0,0.0,6.0,0.0,72.0,0.0,83.0,0.0
3187,19610513,110.0,0.0,39.0,0.0,247.0,0.0,119.0,0.0,0.0,0.0,6.0,0.0,72.0,0.0,83.0,0.0
3188,19610514,91.0,0.0,63.0,0.0,70.0,0.0,133.0,0.0,0.0,0.0,8.0,0.0,82.0,0.0,0.0,0.0
3189,19610514,91.0,0.0,63.0,0.0,70.0,0.0,133.0,0.0,0.0,0.0,8.0,0.0,82.0,0.0,0.0,0.0
3190,19610515,98.0,0.0,62.0,0.0,267.0,0.0,123.0,0.0,0.0,0.0,4.0,0.0,73.0,0.0,98.0,0.0
3191,19610515,98.0,0.0,62.0,0.0,267.0,0.0,123.0,0.0,0.0,0.0,4.0,0.0,73.0,0.0,98.0,0.0
3192,19610516,71.0,0.0,19.0,0.0,239.0,0.0,86.0,0.0,0.0,0.0,5.0,0.0,75.0,0.0,74.0,0.0
3193,19610516,71.0,0.0,19.0,0.0,239.0,0.0,86.0,0.0,0.0,0.0,5.0,0.0,75.0,0.0,74.0,0.0
3194,19610517,69.0,0.0,52.0,0.0,71.0,0.0,139.0,0.0,0.0,0.0,8.0,0.0,78.0,0.0,0.0,0.0
3195,19610517,69.0,0.0,52.0,0.0,71.0,0.0,139.0,0.0,0.0,0.0,8.0,0.0,78.0,0.0,0.0,0.0
3196,19610518,99.0,0.0,59.0,0.0,197.0,0.0,135.0,0.0,0.0,0.0,7.0,0.0,76.0,0.0,44.0,0.0
3197,19610518,99.0,0.0,59.0,0.0,197.0,0.0,135.0,0.0,0.0,0.0,7.0,0.0,76.0,0.0,44.0,0.0
3198,19610519,102.0,0.0,69.0,0.0,72.0,0.0,134.0,0.0,0.0,0.0,8.0,0.0,79.0,0.0,0.0,0.0
3199,19610519,102.0,0.0,69.0,0.0,72.0,0.0,134.0,0.0,0.0,0.0,8.0,0.0,79.0,0.0,0.0,0.0
3200,19610520,84.0,0.0,34.0,0.0,245.0,0.0,182.0,0.0,0.0,0.0,5.0,0.0,78.0,0.0,76.0,0.0
3201,19610520,84.0,0.0,34.0,0.0,245.0,0.0,182.0,0.0,0.0,0.0,5.0,0.0,78.0,0.0,76.0,0.0
3202,19610521,96.0,0.0,11.0,0.0,309.0,0.0,141.0,0.0,0.0,0.0,3.0,0.0,76.0,0.0,131.0,0.0
3203,19610521,96.0,0.0,11.0,0.0,309.0,0.0,141.0,0.0,0.0,0.0,3.0,0.0,76.0,0.0,131.0,0.0
3204,19610522,100.0,0.0,59.0,0.0,110.0,0.0,151.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,5.0,0.0
3205,19610522,100.0,0.0,59.0,0.0,110.0,0.0,151.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,5.0,0.0
3206,19610523,108.0,0.0,64.0,0.0,110.0,0.0,151.0,0.0,0.0,0.0,7.0,0.0,79.0,0.0,5.0,0.0
3207,19610523,108.0,0.0,64.0,0.0,110.0,0.0,151.0,0.0,0.0,0.0,7.0,0.0,79.0,0.0,5.0,0.0
3208,19610524,116.0,1.0,81.0,0.0,164.0,0.0,107.0,1.0,0.0,0.0,7.0,0.0,68.0,0.0,24.0,0.0
3209,19610524,116.0,1.0,81.0,0.0,164.0,0.0,107.0,1.0,0.0,0.0,7.0,0.0,68.0,0.0,24.0,0.0
3210,19610525,74.0,0.0,42.0,0.0,115.0,0.0,94.0,0.0,0.0,0.0,7.0,0.0,76.0,0.0,6.0,0.0
3211,19610525,74.0,0.0,42.0,0.0,115.0,0.0,94.0,0.0,0.0,0.0,7.0,0.0,76.0,0.0,6.0,0.0
3212,19610526,51.0,0.0,8.0,0.0,282.0,0.0,118.0,0.0,0.0,0.0,6.0,0.0,65.0,0.0,102.0,0.0
3213,19610526,51.0,0.0,8.0,0.0,282.0,0.0,118.0,0.0,0.0,0.0,6.0,0.0,65.0,0.0,102.0,0.0
3214,19610527,65.0,0.0,12.0,0.0,292.0,0.0,127.0,0.0,0.0,0.0,4.0,0.0,60.0,0.0,110.0,0.0
3215,19610527,65.0,0.0,12.0,0.0,292.0,0.0,127.0,0.0,0.0,0.0,4.0,0.0,60.0,0.0,110.0,0.0
3216,19610528,70.0,0.0,13.0,0.0,233.0,0.0,120.0,0.0,0.0,0.0,5.0,0.0,70.0,0.0,63.0,0.0
3217,19610528,70.0,0.0,13.0,0.0,233.0,0.0,120.0,0.0,0.0,0.0,5.0,0.0,70.0,0.0,63.0,0.0
3218,19610529,60.0,0.0,1.0,0.0,116.0,0.0,116.0,0.0,0.0,0.0,8.0,0.0,81.0,0.0,6.0,0.0
3219,19610529,60.0,0.0,1.0,0.0,116.0,0.0,116.0,0.0,0.0,0.0,8.0,0.0,81.0,0.0,6.0,0.0
3220,19610530,87.0,0.0,58.0,0.0,128.0,0.0,153.0,0.0,0.0,0.0,8.0,0.0,82.0,0.0,9.0,0.0
3221,19610530,87.0,0.0,58.0,0.0,128.0,0.0,153.0,0.0,0.0,0.0,8.0,0.0,82.0,0.0,9.0,0.0
3222,19610531,80.0,0.0,7.0,0.0,321.0,0.0,175.0,0.0,0.0,0.0,4.0,0.0,66.0,0.0,135.0,0.0
3223,19610531,80.0,0.0,7.0,0.0,321.0,0.0,175.0,0.0,0.0,0.0,4.0,0.0,66.0,0.0,135.0,0.0
3224,19610601,111.0,0.0,47.0,0.0,307.0,0.0,161.0,0.0,0.0,0.0,4.0,0.0,68.0,0.0,126.0,0.0
3225,19610601,111.0,0.0,47.0,0.0,307.0,0.0,161.0,0.0,0.0,0.0,4.0,0.0,68.0,0.0,126.0,0.0
3226,19610602,107.0,0.0,53.0,0.0,205.0,0.0,149.0,0.0,0.0,0.0,7.0,0.0,76.0,0.0,49.0,0.0
3227,19610602,107.0,0.0,53.0,0.0,205.0,0.0,149.0,0.0,0.0,0.0,7.0,0.0,76.0,0.0,49.0,0.0
3228,19610603,122.0,0.0,96.0,0.0,82.0,0.0,189.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,0.0,0.0
3229,19610603,122.0,0.0,96.0,0.0,82.0,0.0,189.0,0.0,0.0,0.0,8.0,0.0,88.0,0.0,0.0,0.0
3230,19610604,142.0,0.0,96.0,0.0,249.0,0.0,167.0,0.0,0.0,0.0,6.0,0.0,76.0,0.0,78.0,0.0
3231,19610604,142.0,0.0,96.0,0.0,249.0,0.0,167.0,0.0,0.0,0.0,6.0,0.0,76.0,0.0,78.0,0.0
3232,19610605,136.0,0.0,105.0,0.0,107.0,0.0,139.0,0.0,0.0,0.0,8.0,0.0,85.0,0.0,4.0,0.0
3233,19610605,136.0,0.0,105.0,0.0,107.0,0.0,139.0,0.0,0.0,0.0,8.0,0.0,85.0,0.0,4.0,0.0
3234,19610606,120.0,0.0,101.0,0.0,93.0,0.0,148.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,1.0,0.0
3235,19610606,120.0,0.0,101.0,0.0,93.0,0.0,148.0,0.0,0.0,0.0,8.0,0.0,93.0,0.0,1.0,0.0
3236,19610607,100.0,0.0,53.0,0.0,174.0,0.0,136.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,30.0,0.0
3237,19610607,100.0,0.0,53.0,0.0,174.0,0.0,136.0,0.0,0.0,0.0,8.0,0.0,90.0,0.0,30.0,0.0
3238,19610608,95.0,0.0,54.0,0.0,191.0,0.0,157.0,0.0,0.0,0.0,7.0,0.0,82.0,0.0,39.0,0.0
3239,19610608,95.0,0.0,54.0,0.0,191.0,0.0,157.0,0.0,0.0,0.0,7.0,0.0,82.0,0.0,39.0,0.0
3240,19610609,84.0,0.0,10.0,0.0,222.0,0.0,146.0,0.0,0.0,0.0,6.0,0.0,82.0,0.0,58.0,0.0
3241,19610609,84.0,0.0,10.0,0.0,222.0,0.0,146.0,0.0,0.0,0.0,6.0,0.0,82.0,0.0,58.0,0.0
3242,19610610,97.0,0.0,48.0,0.0,125.0,0.0,109.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,9.0,0.0
3243,19610610,97.0,0.0,48.0,0.0,125.0,0.0,109.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,9.0,0.0
3244,19610611,95.0,0.0,81.0,0.0,119.0,0.0,113.0,0.0,0.0,0.0,7.0,0.0,83.0,0.0,7.0,0.0
3245,19610611,95.0,0.0,81.0,0.0,119.0,0.0,113.0,0.0,0.0,0.0,7.0,0.0,83.0,0.0,7.0,0.0
3246,19610612,76.0,0.0,38.0,0.0,123.0,0.0,145.0,0.0,0.0,0.0,7.0,0.0,81.0,0.0,8.0,0.0
3247,19610612,76.0,0.0,38.0,0.0,123.0,0.0,145.0,0.0,0.0,0.0,7.0,0.0,81.0,0.0,8.0,0.0
3248,19610613,94.0,0.0,44.0,0.0,260.0,0.0,180.0,0.0,0.0,0.0,5.0,0.0,67.0,0.0,84.0,0.0
3249,19610613,94.0,0.0,44.0,0.0,260.0,0.0,180.0,0.0,0.0,0.0,5.0,0.0,67.0,0.0,84.0,0.0
3250,19610614,102.0,0.0,24.0,0.0,269.0,0.0,152.0,0.0,0.0,0.0,6.0,0.0,73.0,0.0,91.0,0.0
3251,19610614,102.0,0.0,24.0,0.0,269.0,0.0,152.0,0.0,0.0,0.0,6.0,0.0,73.0,0.0,91.0,0.0
3252,19610615,102.0,0.0,53.0,0.0,145.0,0.0,150.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,16.0,0.0
3253,19610615,102.0,0.0,53.0,0.0,145.0,0.0,150.0,0.0,0.0,0.0,7.0,0.0,90.0,0.0,16.0,0.0
3254,19610616,107.0,0.0,64.0,0.0,109.0,0.0,156.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,4.0,0.0
3255,19610616,107.0,0.0,64.0,0.0,109.0,0.0,156.0,0.0,0.0,0.0,8.0,0.0,89.0,0.0,4.0,0.0
3256,19610617,132.0,0.0,109.0,0.0,126.0,0.0,149.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,9.0,0.0
3257,19610617,132.0,0.0,109.0,0.0,126.0,0.0,149.0,0.0,0.0,0.0,7.0,0.0,88.0,0.0,9.0,0.0
3258,19610618,114.0,0.0,79.0,0.0,309.0,0.0,150.0,0.0,0.0,0.0,4.0,0.0,67.0,0.0,123.0,0.0
3259,19610618,114.0,0.0,79.0,0.0,309.0,0.0,150.0,0.0,0.0,0.0,4.0,0.0,67.0,0.0,123.0,0.0
3260,19610619,116.0,0.0,81.0,0.0,300.0,0.0,138.0,0.0,0.0,0.0,6.0,0.0,67.0,0.0,115.0,0.0
3261,19610619,116.0,0.0,81.0,0.0,300.0,0.0,138.0,0.0,0.0,0.0,6.0,0.0,67.0,0.0,115.0,0.0
3262,19610620,102.0,0.0,66.0,0.0,199.0,0.0,160.0,0.0,0.0,0.0,6.0,0.0,73.0,0.0,43.0,0.0
3263,19610620,102.0,0.0,66.0,0.0,199.0,0.0,160.0,0.0,0.0,0.0,6.0,0.0,73.0,0.0,43.0,0.0
3264,19610621,110.0,0.0,61.0,0.0,225.0,0.0,161.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,59.0,0.0
3265,19610621,110.0,0.0,61.0,0.0,225.0,0.0,161.0,0.0,0.0,0.0,7.0,0.0,80.0,0.0,59.0,0.0
3266,19610622,131.0,0.0,101.0,0.0,241.0,0.0,154.0,0.0,0.0,0.0,6.0,0.0,76.0,0.0,70.0,0.0
3267,19610622,131.0,0.0,101.0,0.0,241.0,0.0,154.0,0.0,0.0,0.0,6.0,0.0,76.0,0.0,70.0,0.0
3268,19610623,116.0,0.0,78.0,0.0,258.0,0.0,193.0,0.0,0.0,0.0,6.0,0.0,69.0,0.0,82.0,0.0
3269,19610623,116.0,0.0,78.0,0.0,258.0,0.0,193.0,0.0,0.0,0.0,6.0,0.0,69.0,0.0,82.0,0.0
3270,19610624,140.0,0.0,88.0,0.0,238.0,0.0,143.0,0.0,0.0,0.0,7.0,0.0,78.0,0.0,68.0,0.0
3271,19610624,140.0,0.0,88.0,0.0,238.0,0.0,143.0,0.0,0.0,0.0,7.0,0.0,78.0,0.0,68.0,0.0
3272,19610625,133.0,0.0,123.0,0.0,84.0,0.0,146.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
3273,19610625,133.0,0.0,123.0,0.0,84.0,0.0,146.0,0.0,0.0,0.0,8.0,0.0,92.0,0.0,0.0,0.0
3274,19610626,121.0,0.0,96.0,0.0,195.0,0.0,152.0,0.0,0.0,0.0,6.0,0.0,75.0,0.0,41.0,0.0
3275,19610626,121.0,0.0,96.0,0.0,195.0,0.0,152.0,0.0,0.0,0.0,6.0,0.0,75.0,0.0,41.0,0.0
