SOUID,    DATE,   CC, Q_CC
105608,19730201,    6,    0
105608,19730202,    6,    0
105608,19730203,    8,    0
105608,19730204,    8,    0
105608,19730205,    7,    0
105608,19730206,    6,    0
105608,19730207,    4,    0
105608,19730208,    7,    0
105608,19730209,    5,    0
105608,19730210,    4,    0
105608,19730211,    7,    0
105608,19730212,    8,    0
105608,19730213,    5,    0
105608,19730214,    4,    0
105608,19730215,    2,    0
105608,19730216,    4,    0
105608,19730217,    5,    0
105608,19730218,    5,    0
105608,19730219,    8,    0
105608,19730220,    7,    0
105608,19730221,    5,    0
105608,19730222,    5,    0
105608,19730223,    4,    0
105608,19730224,    1,    0
105608,19730225,    5,    0
105608,19730226,    4,    0
105608,19730227,    4,    0
105608,19730228,    5,    0
105608,19730301,    6,    0
105608,19730302,    6,    0
105608,19730303,    6,    0
105608,19730304,    7,    0
105608,19730305,    4,    0
105608,19730306,    5,    0
105608,19730307,    6,    0
105608,19730308,-9999,    9
105608,19730309,-9999,    9
105608,19730310,-9999,    9
105608,19730311,    1,    0
105608,19730312,    7,    0
105608,19730313,    4,    0
105608,19730314,    6,    0
105608,19730315,    4,    0
105608,19730316,    6,    0
105608,19730317,    6,    0
105608,19730318,    7,    0
105608,19730319,    7,    0
105608,19730320,    8,    0
105608,19730321,    4,    0
105608,19730322,    7,    0
105608,19730323,    5,    0
105608,19730324,    6,    0
105608,19730325,    6,    0
105608,19730326,    5,    0
105608,19730327,    3,    0
105608,19730328,    4,    0
105608,19730329,    7,    0
105608,19730330,    5,    0
105608,19730331,    7,    0
105608,19730401,    6,    0
105608,19730402,    5,    0
105608,19730403,    4,    0
105608,19730404,    7,    0
105608,19730405,    5,    0
105608,19730406,    5,    0
105608,19730407,    4,    0
105608,19730408,    3,    0
105608,19730409,    2,    0
105608,19730410,    5,    0
105608,19730411,    7,    0
105608,19730412,    7,    0
105608,19730413,    7,    0
105608,19730414,    6,    0
105608,19730415,    3,    0
105608,19730416,    4,    0
105608,19730417,    5,    0
105608,19730418,    6,    0
105608,19730419,    6,    0
105608,19730420,    6,    0
105608,19730421,    5,    0
105608,19730422,    6,    0
105608,19730423,    6,    0
105608,19730424,    8,    0
105608,19730425,    5,    0
105608,19730426,    6,    0
105608,19730427,    7,    0
105608,19730428,    5,    0
105608,19730429,    2,    0
105608,19730430,    8,    0
105608,19730501,    4,    0
105608,19730502,    6,    0
105608,19730503,    8,    0
105608,19730504,    8,    0
105608,19730505,    8,    0
105608,19730506,    5,    0
105608,19730507,    5,    0
105608,19730508,    7,    0
105608,19730509,    7,    0
105608,19730510,    6,    0
105608,19730511,    6,    0
105608,19730512,    8,    0
105608,19730513,    5,    0
105608,19730514,    3,    0
105608,19730515,    4,    0
105608,19730516,    1,    0
105608,19730517,    4,    0
105608,19730518,    6,    0
105608,19730519,    7,    0
105608,19730520,    8,    0
105608,19730521,    8,    0
105608,19730522,    6,    0
105608,19730523,    8,    0
105608,19730524,    6,    0
105608,19730525,    7,    0
105608,19730526,    7,    0
105608,19730527,    7,    0
105608,19730528,    8,    0
105608,19730529,    7,    0
105608,19730530,    8,    0
105608,19730531,    6,    0
105608,19730601,    4,    0
105608,19730602,    7,    0
105608,19730603,    5,    0
105608,19730604,    4,    0
105608,19730605,    4,    0
105608,19730606,    5,    0
105608,19730607,    5,    0
105608,19730608,    5,    0
105608,19730609,    7,    0
105608,19730610,    7,    0
105608,19730611,    7,    0
105608,19730612,    8,    0
105608,19730613,    3,    0
105608,19730614,    7,    0
105608,19730615,    5,    0
105608,19730616,    7,    0
105608,19730617,    6,    0
105608,19730618,    8,    0
105608,19730619,    7,    0
105608,19730620,    8,    0
105608,19730621,    5,    0
105608,19730622,    4,    0
105608,19730623,    6,    0
105608,19730624,    8,    0
105608,19730625,    7,    0
105608,19730626,    8,    0
105608,19730627,    6,    0
105608,19730628,    4,    0
105608,19730629,    8,    0
105608,19730630,    7,    0
105608,19730701,    8,    0
105608,19730702,    5,    0
105608,19730703,    7,    0
105608,19730704,    6,    0
105608,19730705,    1,    0
105608,19730706,    7,    0
105608,19730707,    5,    0
105608,19730708,    6,    0
105608,19730709,    7,    0
105608,19730710,    8,    0
105608,19730711,    7,    0
105608,19730712,    8,    0
105608,19730713,    8,    0
105608,19730714,    8,    0
105608,19730715,    7,    0
105608,19730716,    7,    0
105608,19730717,    8,    0
105608,19730718,    8,    0
105608,19730719,    8,    0
105608,19730720,    7,    0
105608,19730721,    8,    0
105608,19730722,    6,    0
105608,19730723,    3,    0
105608,19730724,    5,    0
105608,19730725,    4,    0
105608,19730726,    5,    0
105608,19730727,    2,    0
105608,19730728,    6,    0
105608,19730729,    7,    0
105608,19730730,    1,    0
105608,19730731,    4,    0
105608,19730801,    4,    0
105608,19730802,    8,    0
105608,19730803,    7,    0
105608,19730804,    7,    0
105608,19730805,    7,    0
105608,19730806,    7,    0
105608,19730807,    5,    0
105608,19730808,    7,    0
105608,19730809,    8,    0
105608,19730810,    6,    0
105608,19730811,    4,    0
105608,19730812,    2,    0
105608,19730813,    2,    0
105608,19730814,    1,    0
105608,19730815,    0,    0
105608,19730816,    3,    0
105608,19730817,    4,    0
105608,19730818,    6,    0
105608,19730819,    8,    0
105608,19730820,    8,    0
105608,19730821,    6,    0
105608,19730822,    8,    0
105608,19730823,    4,    0
105608,19730824,    6,    0
105608,19730825,    8,    0
105608,19730826,    5,    0
105608,19730827,    7,    0
105608,19730828,    4,    0
105608,19730829,    6,    0
105608,19730830,    5,    0
105608,19730831,    8,    0
105608,19730901,    6,    0
105608,19730902,    6,    0
105608,19730903,    7,    0
105608,19730904,    8,    0
105608,19730905,    7,    0
105608,19730906,    7,    0
105608,19730907,    7,    0
105608,19730908,    5,    0
105608,19730909,    5,    0
105608,19730910,    4,    0
105608,19730911,    0,    0
105608,19730912,    1,    0
105608,19730913,    8,    0
105608,19730914,    8,    0
105608,19730915,    3,    0
105608,19730916,    8,    0
105608,19730917,    7,    0
105608,19730918,    7,    0
105608,19730919,    5,    0
105608,19730920,    6,    0
105608,19730921,    5,    0
105608,19730922,    6,    0
105608,19730923,    7,    0
105608,19730924,    7,    0
105608,19730925,    7,    0
105608,19730926,    4,    0
105608,19730927,    6,    0
105608,19730928,    5,    0
105608,19730929,    5,    0
105608,19730930,    3,    0
105608,19731001,    4,    0
105608,19731002,    3,    0
105608,19731003,    4,    0
105608,19731004,    8,    0
105608,19731005,    7,    0
105608,19731006,    7,    0
105608,19731007,    8,    0
105608,19731008,    7,    0
105608,19731009,    7,    0
105608,19731010,    6,    0
105608,19731011,    2,    0
105608,19731012,    5,    0
105608,19731013,    4,    0
105608,19731014,    6,    0
105608,19731015,    6,    0
105608,19731016,    3,    0
105608,19731017,    1,    0
105608,19731018,    6,    0
105608,19731019,    8,    0
105608,19731020,    7,    0
105608,19731021,    4,    0
105608,19731022,    6,    0
105608,19731023,    6,    0
105608,19731024,    8,    0
105608,19731025,    8,    0
105608,19731026,    7,    0
105608,19731027,    6,    0
105608,19731028,    5,    0
105608,19731029,    5,    0
105608,19731030,    5,    0
105608,19731031,    5,    0
105608,19731101,    6,    0
105608,19731102,    6,    0
105608,19731103,    8,    0
105608,19731104,    8,    0
105608,19731105,    3,    0
105608,19731106,    2,    0
105608,19731107,    7,    0
105608,19731108,    8,    0
105608,19731109,    8,    0
105608,19731110,    4,    0
105608,19731111,    4,    0
105608,19731112,    6,    0
105608,19731113,    5,    0
105608,19731114,    4,    0
105608,19731115,    2,    0
105608,19731116,    2,    0
105608,19731117,    7,    0
105608,19731118,    8,    0
105608,19731119,    2,    0
105608,19731120,    4,    0
105608,19731121,    8,    0
105608,19731122,    8,    0
105608,19731123,    6,    0
105608,19731124,    5,    0
105608,19731125,    1,    0
105608,19731126,    0,    0
105608,19731127,    4,    0
105608,19731128,    6,    0
105608,19731129,    3,    0
105608,19731130,    3,    0
105608,19731201,    1,    0
105608,19731202,    5,    0
105608,19731203,    7,    0
105608,19731204,    7,    0
105608,19731205,    7,    0
105608,19731206,    2,    0
105608,19731207,    7,    0
105608,19731208,    3,    0
105608,19731209,    6,    0
105608,19731210,    8,    0
105608,19731211,    4,    0
105608,19731212,    6,    0
105608,19731213,    4,    0
105608,19731214,    2,    0
105608,19731215,    6,    0
105608,19731216,    4,    0
105608,19731217,    2,    0
105608,19731218,    5,    0
105608,19731219,    8,    0
105608,19731220,    8,    0
105608,19731221,    8,    0
105608,19731222,    8,    0
105608,19731223,    7,    0
105608,19731224,    7,    0
105608,19731225,-9999,    9
105608,19731226,    7,    0
105608,19731227,    7,    0
105608,19731228,    6,    0
105608,19731229,    8,    0
105608,19731230,    3,    0
105608,19731231,    3,    0
105608,19740101,    6,    0
105608,19740102,    4,    0
105608,19740103,    8,    0
105608,19740104,    8,    0
105608,19740105,    7,    0
105608,19740106,    7,    0
105608,19740107,    6,    0
105608,19740108,    7,    0
105608,19740109,    5,    0
105608,19740110,    7,    0
105608,19740111,    7,    0
105608,19740112,    5,    0
105608,19740113,    7,    0
105608,19740114,    7,    0
105608,19740115,    6,    0
105608,19740116,    6,    0
105608,19740117,    6,    0
105608,19740118,    8,    0
105608,19740119,    7,    0
105608,19740120,    8,    0
105608,19740121,    8,    0
105608,19740122,    8,    0
105608,19740123,    7,    0
105608,19740124,    7,    0
105608,19740125,    8,    0
105608,19740126,    8,    0
105608,19740127,    6,    0
105608,19740128,    6,    0
105608,19740129,    5,    0
105608,19740130,    8,    0
105608,19740131,    6,    0
105608,19740201,    7,    0
105608,19740202,    8,    0
105608,19740203,    6,    0
105608,19740204,    7,    0
105608,19740205,    6,    0
105608,19740206,    5,    0
105608,19740207,    3,    0
105608,19740208,    8,    0
105608,19740209,    6,    0
105608,19740210,    8,    0
105608,19740211,    7,    0
105608,19740212,    3,    0
105608,19740213,    7,    0
105608,19740214,    5,    0
105608,19740215,    7,    0
105608,19740216,    8,    0
105608,19740217,    5,    0
105608,19740218,    8,    0
105608,19740219,    5,    0
105608,19740220,    7,    0
105608,19740221,    8,    0
105608,19740222,    5,    0
105608,19740223,    2,    0
105608,19740224,    8,    0
105608,19740225,    8,    0
105608,19740226,    8,    0
105608,19740227,    8,    0
105608,19740228,    8,    0
105608,19740301,    7,    0
105608,19740302,    2,    0
105608,19740303,    4,    0
105608,19740304,    6,    0
105608,19740305,    7,    0
105608,19740306,    7,    0
105608,19740307,    6,    0
105608,19740308,    6,    0
105608,19740309,    8,    0
105608,19740310,    8,    0
105608,19740311,    7,    0
105608,19740312,    8,    0
105608,19740313,    8,    0
105608,19740314,    7,    0
105608,19740315,    8,    0
105608,19740316,    7,    0
105608,19740317,    6,    0
105608,19740318,    5,    0
105608,19740319,    6,    0
105608,19740320,    6,    0
105608,19740321,    7,    0
105608,19740322,    6,    0
105608,19740323,    6,    0
105608,19740324,    6,    0
105608,19740325,    8,    0
105608,19740326,    8,    0
105608,19740327,    8,    0
105608,19740328,    6,    0
105608,19740329,    2,    0
105608,19740330,    1,    0
105608,19740331,    1,    0
105608,19740401,    2,    0
105608,19740402,    7,    0
105608,19740403,    2,    0
105608,19740404,    1,    0
105608,19740405,    3,    0
105608,19740406,    4,    0
105608,19740407,    0,    0
105608,19740408,    2,    0
105608,19740409,    4,    0
105608,19740410,    2,    0
105608,19740411,    7,    0
105608,19740412,    8,    0
105608,19740413,    5,    0
105608,19740414,    1,    0
105608,19740415,    1,    0
105608,19740416,    6,    0
105608,19740417,    6,    0
105608,19740418,    3,    0
105608,19740419,    1,    0
105608,19740420,    6,    0
105608,19740421,    6,    0
105608,19740422,    5,    0
105608,19740423,    3,    0
105608,19740424,    6,    0
105608,19740425,    7,    0
105608,19740426,    4,    0
105608,19740427,    5,    0
105608,19740428,    7,    0
105608,19740429,    6,    0
105608,19740430,    3,    0
105608,19740501,    7,    0
105608,19740502,    7,    0
105608,19740503,    7,    0
105608,19740504,    7,    0
105608,19740505,    6,    0
105608,19740506,    5,    0
105608,19740507,    5,    0
105608,19740508,    6,    0
105608,19740509,    8,    0
105608,19740510,    6,    0
105608,19740511,    6,    0
105608,19740512,    8,    0
105608,19740513,    6,    0
105608,19740514,    4,    0
105608,19740515,    5,    0
105608,19740516,    4,    0
105608,19740517,    7,    0
105608,19740518,    8,    0
105608,19740519,    4,    0
105608,19740520,    6,    0
105608,19740521,    5,    0
105608,19740522,    6,    0
105608,19740523,    7,    0
105608,19740524,    6,    0
105608,19740525,    5,    0
105608,19740526,    4,    0
105608,19740527,    7,    0
105608,19740528,    5,    0
105608,19740529,    2,    0
105608,19740530,    7,    0
105608,19740531,    6,    0
105608,19740601,    8,    0
105608,19740602,    6,    0
105608,19740603,    6,    0
105608,19740604,    7,    0
105608,19740605,    7,    0
105608,19740606,    7,    0
105608,19740607,    7,    0
105608,19740608,    6,    0
105608,19740609,    6,    0
105608,19740610,    6,    0
105608,19740611,    6,    0
105608,19740612,    6,    0
105608,19740613,    3,    0
105608,19740614,    2,    0
105608,19740615,    6,    0
105608,19740616,    8,    0
105608,19740617,    7,    0
105608,19740618,    7,    0
105608,19740619,    7,    0
105608,19740620,    4,    0
105608,19740621,    2,    0
105608,19740622,    6,    0
105608,19740623,    8,    0
105608,19740624,    7,    0
105608,19740625,    5,    0
105608,19740626,    8,    0
105608,19740627,    7,    0
105608,19740628,    4,    0
105608,19740629,    5,    0
105608,19740630,    5,    0
105608,19740701,    6,    0
105608,19740702,    6,    0
105608,19740703,    6,    0
105608,19740704,    7,    0
105608,19740705,    7,    0
105608,19740706,    6,    0
105608,19740707,    7,    0
105608,19740708,    8,    0
105608,19740709,    6,    0
105608,19740710,    7,    0
105608,19740711,    6,    0
105608,19740712,    5,    0
105608,19740713,    7,    0
105608,19740714,    7,    0
105608,19740715,    8,    0
105608,19740716,    7,    0
105608,19740717,    4,    0
105608,19740718,    6,    0
105608,19740719,    8,    0
105608,19740720,    5,    0
105608,19740721,    6,    0
105608,19740722,    7,    0
105608,19740723,    7,    0
105608,19740724,    4,    0
105608,19740725,    5,    0
105608,19740726,    7,    0
105608,19740727,    8,    0
105608,19740728,    7,    0
105608,19740729,    5,    0
105608,19740730,    5,    0
105608,19740731,    7,    0
105608,19740801,    6,    0
105608,19740802,    6,    0
105608,19740803,    5,    0
105608,19740804,    5,    0
105608,19740805,    4,    0
105608,19740806,    6,    0
105608,19740807,    6,    0
105608,19740808,    7,    0
105608,19740809,    6,    0
105608,19740810,    8,    0
105608,19740811,    6,    0
105608,19740812,    6,    0
105608,19740813,    4,    0
105608,19740814,    8,    0
105608,19740815,    7,    0
105608,19740816,    6,    0
105608,19740817,    5,    0
105608,19740818,    5,    0
105608,19740819,    3,    0
105608,19740820,    7,    0
105608,19740821,    8,    0
105608,19740822,    7,    0
105608,19740823,    8,    0
105608,19740824,    7,    0
105608,19740825,    7,    0
105608,19740826,    6,    0
105608,19740827,    4,    0
105608,19740828,    6,    0
105608,19740829,    6,    0
105608,19740830,    8,    0
105608,19740831,    7,    0
105608,19740901,    6,    0
105608,19740902,    8,    0
105608,19740903,    7,    0
105608,19740904,    7,    0
105608,19740905,    7,    0
105608,19740906,    5,    0
105608,19740907,    8,    0
105608,19740908,    6,    0
105608,19740909,    4,    0
105608,19740910,    7,    0
105608,19740911,    8,    0
105608,19740912,    7,    0
105608,19740913,    7,    0
105608,19740914,    6,    0
105608,19740915,    8,    0
105608,19740916,    8,    0
105608,19740917,    5,    0
105608,19740918,    4,    0
105608,19740919,    6,    0
105608,19740920,    6,    0
105608,19740921,    5,    0
105608,19740922,    5,    0
105608,19740923,    8,    0
105608,19740924,    4,    0
105608,19740925,    7,    0
105608,19740926,    2,    0
105608,19740927,    6,    0
105608,19740928,    4,    0
105608,19740929,    6,    0
105608,19740930,    3,    0
105608,19741001,    6,    0
105608,19741002,    6,    0
105608,19741003,    6,    0
105608,19741004,-9999,    9
105608,19741005,    5,    0
105608,19741006,    7,    0
105608,19741007,    6,    0
105608,19741008,    5,    0
105608,19741009,    5,    0
105608,19741010,    5,    0
105608,19741011,    5,    0
105608,19741012,    4,    0
105608,19741013,    5,    0
105608,19741014,-9999,    9
105608,19741015,    8,    0
105608,19741016,    8,    0
105608,19741017,    6,    0
105608,19741018,    7,    0
105608,19741019,    5,    0
105608,19741020,    3,    0
105608,19741021,    4,    0
105608,19741022,    3,    0
105608,19741023,    4,    0
105608,19741024,    6,    0
105608,19741025,    6,    0
105608,19741026,    6,    0
105608,19741027,    4,    0
105608,19741028,    3,    0
105608,19741029,    3,    0
105608,19741030,    6,    0
105608,19741031,    8,    0
105608,19741101,    8,    0
105608,19741102,    6,    0
105608,19741103,    7,    0
105608,19741104,    7,    0
105608,19741105,    8,    0
105608,19741106,    5,    0
105608,19741107,    8,    0
105608,19741108,    8,    0
105608,19741109,    8,    0
105608,19741110,    7,    0
105608,19741111,    5,    0
105608,19741112,    5,    0
105608,19741113,    7,    0
105608,19741114,    7,    0
105608,19741115,    4,    0
105608,19741116,    2,    0
105608,19741117,    6,    0
105608,19741118,-9999,    9
105608,19741119,    4,    0
105608,19741120,    2,    0
105608,19741121,    6,    0
105608,19741122,    8,    0
105608,19741123,    8,    0
105608,19741124,    8,    0
105608,19741125,    4,    0
105608,19741126,    3,    0
105608,19741127,    7,    0
105608,19741128,    4,    0
105608,19741129,    5,    0
105608,19741130,    6,    0
105608,19741201,    7,    0
105608,19741202,    5,    0
105608,19741203,    8,    0
105608,19741204,    5,    0
105608,19741205,    6,    0
105608,19741206,    8,    0
105608,19741207,    8,    0
105608,19741208,    7,    0
105608,19741209,    5,    0
105608,19741210,    7,    0
105608,19741211,    4,    0
105608,19741212,    6,    0
105608,19741213,    5,    0
105608,19741214,    5,    0
105608,19741215,    6,    0
105608,19741216,    7,    0
105608,19741217,    6,    0
105608,19741218,    4,    0
105608,19741219,    8,    0
105608,19741220,    8,    0
105608,19741221,    8,    0
105608,19741222,    7,    0
105608,19741223,    8,    0
105608,19741224,    6,    0
105608,19741225,    7,    0
105608,19741226,    8,    0
105608,19741227,    7,    0
105608,19741228,    8,    0
105608,19741229,    4,    0
105608,19741230,    6,    0
105608,19741231,    8,    0
105608,19750101,    8,    0
105608,19750102,    8,    0
105608,19750103,    6,    0
105608,19750104,    7,    0
105608,19750105,    7,    0
105608,19750106,    7,    0
105608,19750107,    6,    0
105608,19750108,    7,    0
105608,19750109,    7,    0
105608,19750110,    8,    0
105608,19750111,    8,    0
105608,19750112,    6,    0
105608,19750113,    8,    0
105608,19750114,    7,    0
105608,19750115,    5,    0
105608,19750116,    4,    0
105608,19750117,    8,    0
105608,19750118,    2,    0
105608,19750119,    6,    0
105608,19750120,    6,    0
105608,19750121,    6,    0
105608,19750122,    7,    0
105608,19750123,    6,    0
105608,19750124,    5,    0
105608,19750125,    6,    0
105608,19750126,    6,    0
105608,19750127,    7,    0
105608,19750128,    5,    0
105608,19750129,    5,    0
105608,19750130,    6,    0
105608,19750131,    6,    0
105608,19750201,    8,    0
105608,19750202,    6,    0
105608,19750203,    5,    0
105608,19750204,    2,    0
105608,19750205,    4,    0
105608,19750206,    3,    0
105608,19750207,    5,    0
105608,19750208,    4,    0
105608,19750209,    1,    0
105608,19750210,    5,    0
105608,19750211,-9999,    9
105608,19750212,    8,    0
105608,19750213,    8,    0
105608,19750214,    8,    0
105608,19750215,    7,    0
105608,19750216,    8,    0
105608,19750217,    6,    0
105608,19750218,    2,    0
105608,19750219,    3,    0
105608,19750220,    8,    0
105608,19750221,    5,    0
105608,19750222,    6,    0
105608,19750223,    8,    0
105608,19750224,    6,    0
105608,19750225,    6,    0
105608,19750226,    4,    0
105608,19750227,    1,    0
105608,19750228,    2,    0
105608,19750301,    8,    0
105608,19750302,    8,    0
105608,19750303,    8,    0
105608,19750304,    6,    0
105608,19750305,    3,    0
105608,19750306,    6,    0
105608,19750307,    5,    0
105608,19750308,    5,    0
105608,19750309,    3,    0
105608,19750310,-9999,    9
105608,19750311,    6,    0
105608,19750312,    5,    0
105608,19750313,    5,    0
105608,19750314,    6,    0
105608,19750315,    6,    0
105608,19750316,    5,    0
105608,19750317,    7,    0
105608,19750318,    5,    0
105608,19750319,    5,    0
105608,19750320,    2,    0
105608,19750321,    7,    0
105608,19750322,    5,    0
105608,19750323,    5,    0
105608,19750324,    4,    0
105608,19750325,    7,    0
105608,19750326,    5,    0
105608,19750327,    4,    0
105608,19750328,    3,    0
105608,19750329,    5,    0
105608,19750330,    5,    0
105608,19750331,    6,    0
105608,19750401,    8,    0
105608,19750402,    6,    0
105608,19750403,    4,    0
105608,19750404,    5,    0
105608,19750405,    5,    0
105608,19750406,    4,    0
105608,19750407,    5,    0
105608,19750408,    5,    0
105608,19750409,    3,    0
105608,19750410,    6,    0
105608,19750411,    6,    0
105608,19750412,    8,    0
105608,19750413,    8,    0
105608,19750414,    8,    0
105608,19750415,    7,    0
105608,19750416,    8,    0
105608,19750417,    7,    0
105608,19750418,    7,    0
105608,19750419,    7,    0
105608,19750420,    6,    0
105608,19750421,    8,    0
105608,19750422,    7,    0
105608,19750423,    4,    0
105608,19750424,    6,    0
105608,19750425,    6,    0
105608,19750426,    6,    0
105608,19750427,    4,    0
105608,19750428,    8,    0
105608,19750429,    6,    0
105608,19750430,    5,    0
105608,19750501,    4,    0
105608,19750502,    4,    0
105608,19750503,    4,    0
105608,19750504,    4,    0
105608,19750505,    2,    0
105608,19750506,    4,    0
105608,19750507,    5,    0
105608,19750508,    7,    0
105608,19750509,    8,    0
105608,19750510,    8,    0
105608,19750511,    5,    0
105608,19750512,    8,    0
105608,19750513,    7,    0
105608,19750514,    7,    0
105608,19750515,    3,    0
105608,19750516,    4,    0
105608,19750517,    3,    0
105608,19750518,    2,    0
105608,19750519,    4,    0
105608,19750520,    6,    0
105608,19750521,    3,    0
105608,19750522,    4,    0
105608,19750523,    2,    0
105608,19750524,    6,    0
105608,19750525,    4,    0
105608,19750526,    4,    0
105608,19750527,    4,    0
105608,19750528,    5,    0
105608,19750529,    7,    0
105608,19750530,    4,    0
105608,19750531,    4,    0
105608,19750601,    6,    0
105608,19750602,    5,    0
105608,19750603,    4,    0
105608,19750604,    6,    0
105608,19750605,    8,    0
105608,19750606,    6,    0
105608,19750607,    4,    0
105608,19750608,    3,    0
105608,19750609,    1,    0
105608,19750610,    2,    0
105608,19750611,    1,    0
105608,19750612,    6,    0
105608,19750613,    7,    0
105608,19750614,    6,    0
105608,19750615,    6,    0
105608,19750616,    6,    0
105608,19750617,    6,    0
105608,19750618,    8,    0
105608,19750619,    8,    0
105608,19750620,    6,    0
105608,19750621,    2,    0
105608,19750622,    5,    0
105608,19750623,    5,    0
105608,19750624,    5,    0
105608,19750625,    3,    0
105608,19750626,    4,    0
105608,19750627,    5,    0
105608,19750628,    4,    0
105608,19750629,    3,    0
105608,19750630,    2,    0
105608,19750701,    1,    0
105608,19750702,    1,    0
105608,19750703,-9999,    9
105608,19750704,-9999,    9
105608,19750705,-9999,    9
105608,19750706,-9999,    9
105608,19750707,-9999,    9
105608,19750708,-9999,    9
105608,19750709,    8,    0
105608,19750710,    8,    0
105608,19750711,    7,    0
105608,19750712,    7,    0
105608,19750713,    8,    0
105608,19750714,    8,    0
105608,19750715,-9999,    9
105608,19750716,    6,    0
105608,19750717,    6,    0
105608,19750718,    7,    0
105608,19750719,    8,    0
105608,19750720,    6,    0
105608,19750721,    7,    0
105608,19750722,    8,    0
105608,19750723,    6,    0
105608,19750724,    6,    0
105608,19750725,    5,    0
105608,19750726,    8,    0
105608,19750727,    3,    0
105608,19750728,    7,    0
105608,19750729,    8,    0
105608,19750730,    7,    0
105608,19750731,-9999,    9
105608,19750801,-9999,    9
105608,19750802,-9999,    9
105608,19750803,-9999,    9
105608,19750804,-9999,    9
105608,19750805,-9999,    9
105608,19750806,-9999,    9
105608,19750807,-9999,    9
105608,19750808,    6,    0
105608,19750809,-9999,    9
105608,19750810,-9999,    9
105608,19750811,-9999,    9
105608,19750812,    6,    0
105608,19750813,    6,    0
105608,19750814,-9999,    9
105608,19750815,-9999,    9
105608,19750816,-9999,    9
105608,19750817,-9999,    9
105608,19750818,-9999,    9
105608,19750819,-9999,    9
105608,19750820,    7,    0
105608,19750821,    5,    0
105608,19750822,    5,    0
105608,19750823,    6,    0
105608,19750824,    6,    0
105608,19750825,    4,    0
105608,19750826,    8,    0
105608,19750827,    6,    0
105608,19750828,    5,    0
105608,19750829,    8,    0
105608,19750830,    6,    0
105608,19750831,    3,    0
105608,19750901,    3,    0
105608,19750902,    4,    0
105608,19750903,    3,    0
105608,19750904,    6,    0
105608,19750905,-9999,    9
105608,19750906,-9999,    9
105608,19750907,-9999,    9
105608,19750908,-9999,    9
105608,19750909,    6,    0
105608,19750910,    4,    0
105608,19750911,    6,    0
105608,19750912,    7,    0
105608,19750913,    2,    0
105608,19750914,    4,    0
105608,19750915,-9999,    9
105608,19750916,-9999,    9
105608,19750917,-9999,    9
105608,19750918,-9999,    9
105608,19750919,-9999,    9
105608,19750920,-9999,    9
105608,19750921,    5,    0
105608,19750922,    8,    0
105608,19750923,    5,    0
105608,19750924,    8,    0
105608,19750925,    7,    0
105608,19750926,    4,    0
105608,19750927,    7,    0
105608,19750928,    5,    0
105608,19750929,    6,    0
105608,19750930,    6,    0
105608,19751001,    6,    0
105608,19751002,    7,    0
105608,19751003,    5,    0
105608,19751004,    8,    0
105608,19751005,    6,    0
105608,19751006,    6,    0
105608,19751007,    3,    0
105608,19751008,    5,    0
105608,19751009,    8,    0
105608,19751010,    6,    0
105608,19751011,    7,    0
105608,19751012,    7,    0
105608,19751013,    6,    0
105608,19751014,    5,    0
105608,19751015,    6,    0
105608,19751016,    5,    0
105608,19751017,    2,    0
105608,19751018,    2,    0
105608,19751019,    4,    0
105608,19751020,    6,    0
105608,19751021,    8,    0
105608,19751022,    8,    0
105608,19751023,    7,    0
105608,19751024,    8,    0
105608,19751025,    7,    0
105608,19751026,    8,    0
105608,19751027,    8,    0
105608,19751028,    1,    0
105608,19751029,    3,    0
105608,19751030,    6,    0
105608,19751031,    7,    0
105608,19751101,    6,    0
105608,19751102,    5,    0
105608,19751103,    4,    0
105608,19751104,    7,    0
105608,19751105,    6,    0
105608,19751106,    3,    0
105608,19751107,    5,    0
105608,19751108,    2,    0
105608,19751109,    6,    0
105608,19751110,    7,    0
105608,19751111,    7,    0
105608,19751112,    6,    0
105608,19751113,    5,    0
105608,19751114,    6,    0
105608,19751115,    8,    0
105608,19751116,    7,    0
105608,19751117,    1,    0
105608,19751118,    4,    0
105608,19751119,    7,    0
105608,19751120,    5,    0
105608,19751121,    1,    0
105608,19751122,    5,    0
105608,19751123,    8,    0
105608,19751124,    7,    0
105608,19751125,    6,    0
105608,19751126,    3,    0
105608,19751127,    6,    0
105608,19751128,    4,    0
105608,19751129,    2,    0
105608,19751130,    4,    0
105608,19751201,    8,    0
105608,19751202,    4,    0
105608,19751203,    6,    0
105608,19751204,    7,    0
105608,19751205,    7,    0
105608,19751206,    3,    0
105608,19751207,    5,    0
105608,19751208,    2,    0
105608,19751209,    5,    0
105608,19751210,    6,    0
105608,19751211,    8,    0
105608,19751212,    4,    0
105608,19751213,    4,    0
105608,19751214,    6,    0
105608,19751215,    5,    0
105608,19751216,    7,    0
105608,19751217,    3,    0
105608,19751218,    6,    0
105608,19751219,    4,    0
105608,19751220,    6,    0
105608,19751221,    8,    0
105608,19751222,    6,    0
105608,19751223,    7,    0
105608,19751224,    4,    0
105608,19751225,    5,    0
105608,19751226,    6,    0
105608,19751227,    7,    0
105608,19751228,    7,    0
105608,19751229,    6,    0
105608,19751230,    8,    0
105608,19751231,    6,    0
105608,19760101,    6,    0
105608,19760102,    7,    0
105608,19760103,    3,    0
105608,19760104,    8,    0
105608,19760105,    8,    0
105608,19760106,    7,    0
105608,19760107,    8,    0
105608,19760108,    7,    0
