 SOUID,    DATE,   QQ, Q_QQ
191076,19670427,  131,    0
191076,19670428,  212,    0
191076,19670429,  282,    0
191076,19670430,  170,    0
191076,19670501,  210,    0
191076,19670502,  245,    0
191076,19670503,  192,    0
191076,19670504,   59,    0
191076,19670505,  122,    0
191076,19670506,   81,    0
191076,19670507,  127,    0
191076,19670508,   83,    0
191076,19670509,  152,    0
191076,19670510,  175,    0
191076,19670511,   38,    0
191076,19670512,   32,    0
191076,19670513,   47,    0
191076,19670514,   34,    0
191076,19670515,   42,    0
191076,19670516,   74,    0
191076,19670517,  150,    0
191076,19670518,  269,    0
191076,19670519,  150,    0
191076,19670520,  117,    0
191076,19670521,   74,    0
191076,19670522,  173,    0
191076,19670523,  151,    0
191076,19670524,  175,    0
191076,19670525,  120,    0
191076,19670526,  262,    0
191076,19670527,  126,    0
191076,19670528,   55,    0
191076,19670529,  231,    0
191076,19670530,  293,    0
191076,19670531,  251,    0
191076,19670601,  221,    0
191076,19670602,  267,    0
191076,19670603,   47,    0
191076,19670604,  196,    0
191076,19670605,   82,    0
191076,19670606,   56,    0
191076,19670607,  261,    0
191076,19670608,  238,    0
191076,19670609,  148,    0
191076,19670610,  287,    0
191076,19670611,  335,    0
191076,19670612,  354,    0
191076,19670613,  265,    0
191076,19670614,  276,    0
191076,19670615,  315,    0
191076,19670616,  261,    0
191076,19670617,  291,    0
191076,19670618,  195,    0
191076,19670619,  179,    0
191076,19670620,  225,    0
191076,19670621,  190,    0
191076,19670622,  201,    0
191076,19670623,  210,    0
191076,19670624,   39,    0
191076,19670625,  212,    0
191076,19670626,  142,    0
191076,19670627,  246,    0
191076,19670628,   58,    0
191076,19670629,  223,    0
191076,19670630,  139,    0
191076,19670701,  254,    0
191076,19670702,  228,    0
191076,19670703,  211,    0
191076,19670704,  147,    0
191076,19670705,  160,    0
191076,19670706,   86,    0
191076,19670707,  136,    0
191076,19670708,  272,    0
191076,19670709,   95,    0
191076,19670710,  126,    0
191076,19670711,  299,    0
191076,19670712,  210,    0
191076,19670713,  153,    0
191076,19670714,   22,    0
191076,19670715,  123,    0
191076,19670716,   83,    0
191076,19670717,  107,    0
191076,19670718,  145,    0
191076,19670719,  204,    0
191076,19670720,  165,    0
191076,19670721,  169,    0
191076,19670722,  228,    0
191076,19670723,  266,    0
191076,19670724,   60,    0
191076,19670725,  220,    0
191076,19670726,   32,    0
191076,19670727,  153,    0
191076,19670728,  177,    0
191076,19670729,   75,    0
191076,19670730,   52,    0
191076,19670731,  167,    0
191076,19670801,  164,    0
191076,19670802,  264,    0
191076,19670803,  181,    0
191076,19670804,  119,    0
191076,19670805,  166,    0
191076,19670806,  128,    0
191076,19670807,  161,    0
191076,19670808,  119,    0
191076,19670809,   64,    0
191076,19670810,  217,    0
191076,19670811,   77,    0
191076,19670812,  122,    0
191076,19670813,  122,    0
191076,19670814,   41,    0
191076,19670815,   75,    0
191076,19670816,  113,    0
191076,19670817,  104,    0
191076,19670818,   48,    0
191076,19670819,  173,    0
191076,19670820,  258,    0
191076,19670821,  250,    0
191076,19670822,  189,    0
191076,19670823,  162,    0
191076,19670824,  131,    0
191076,19670825,   65,    0
191076,19670826,   80,    0
191076,19670827,  168,    0
191076,19670828,  118,    0
191076,19670829,  140,    0
191076,19670830,   55,    0
191076,19670831,  153,    0
191076,19670901,  194,    0
191076,19670902,  153,    0
191076,19670903,  131,    0
191076,19670904,  162,    0
191076,19670905,   66,    0
191076,19670906,  130,    0
191076,19670907,  168,    0
191076,19670908,  158,    0
191076,19670909,   83,    0
191076,19670910,   85,    0
191076,19670911,   34,    0
191076,19670912,  121,    0
191076,19670913,  197,    0
191076,19670914,  167,    0
191076,19670915,   81,    0
191076,19670916,   91,    0
191076,19670917,   79,    0
191076,19670918,   94,    0
191076,19670919,   54,    0
191076,19670920,   89,    0
191076,19670921,   70,    0
191076,19670922,   96,    0
191076,19670923,  124,    0
191076,19670924,   47,    0
191076,19670925,   64,    0
191076,19670926,   24,    0
191076,19670927,   73,    0
191076,19670928,   80,    0
191076,19670929,   41,    0
191076,19670930,   63,    0
191076,19671001,   20,    0
191076,19671002,   95,    0
191076,19671003,   36,    0
191076,19671004,  129,    0
191076,19671005,  115,    0
209967,19671006,   31,    0
191076,19671007,  102,    0
191076,19671008,  103,    0
191076,19671009,   21,    0
191076,19671010,   91,    0
191076,19671011,   36,    0
191076,19671012,  102,    0
191076,19671013,   59,    0
191076,19671014,   54,    0
191076,19671015,   57,    0
191076,19671016,   60,    0
191076,19671017,   62,    0
191076,19671018,   84,    0
191076,19671019,   28,    0
191076,19671020,   53,    0
191076,19671021,   38,    0
191076,19671022,   71,    0
191076,19671023,   64,    0
191076,19671024,   50,    0
191076,19671025,   17,    0
191076,19671026,   37,    0
191076,19671027,   22,    0
191076,19671028,   62,    0
191076,19671029,   87,    0
191076,19671030,   43,    0
191076,19671031,   50,    0
191076,19671101,   24,    0
191076,19671102,   32,    0
191076,19671103,   33,    0
191076,19671104,   63,    0
209967,19671105,   17,    0
191076,19671106,   29,    0
191076,19671107,   47,    0
191076,19671108,   34,    0
191076,19671109,   54,    0
191076,19671110,   16,    0
191076,19671111,   16,    0
191076,19671112,   30,    0
209967,19671113,   14,    0
191076,19671114,   23,    0
191076,19671115,   37,    0
191076,19671116,   22,    0
191076,19671117,   30,    0
191076,19671118,   21,    0
191076,19671119,   49,    0
191076,19671120,   23,    0
191076,19671121,   17,    0
191076,19671122,   26,    0
191076,19671123,    9,    0
191076,19671124,   12,    0
191076,19671125,   26,    0
191076,19671126,   43,    0
191076,19671127,    9,    0
191076,19671128,   16,    0
191076,19671129,   28,    0
191076,19671130,   16,    0
191076,19671201,   34,    0
191076,19671202,    5,    0
191076,19671203,   28,    0
191076,19671204,    4,    0
191076,19671205,   14,    0
191076,19671206,   23,    0
191076,19671207,   36,    0
191076,19671208,   33,    0
191076,19671209,   31,    0
191076,19671210,   34,    0
191076,19671211,    6,    0
191076,19671212,   29,    0
191076,19671213,   29,    0
191076,19671214,    5,    0
191076,19671215,    7,    0
191076,19671216,   26,    0
191076,19671217,   13,    0
191076,19671218,   34,    0
191076,19671219,   22,    0
191076,19671220,   28,    0
191076,19671221,    4,    0
191076,19671222,    4,    0
209967,19671223,   13,    0
191076,19671224,   12,    0
191076,19671225,   16,    0
191076,19671226,   24,    0
191076,19671227,    7,    0
191076,19671228,   26,    0
191076,19671229,   18,    0
191076,19671230,   22,    0
191076,19671231,   31,    0
191076,19680101,    8,    0
191076,19680102,   29,    0
191076,19680103,   15,    0
191076,19680104,   11,    0
191076,19680105,    6,    0
191076,19680106,   33,    0
191076,19680107,   38,    0
191076,19680108,   19,    0
191076,19680109,   35,    0
191076,19680110,   19,    0
191076,19680111,   29,    0
191076,19680112,   23,    0
191076,19680113,    5,    0
191076,19680114,    8,    0
191076,19680115,   19,    0
191076,19680116,    4,    0
191076,19680117,   17,    0
191076,19680118,    7,    0
191076,19680119,   23,    0
191076,19680120,    6,    0
191076,19680121,    9,    0
191076,19680122,   11,    0
191076,19680123,   20,    0
191076,19680124,   27,    0
191076,19680125,   16,    0
191076,19680126,   29,    0
191076,19680127,   21,    0
191076,19680128,   40,    0
209967,19680129,   13,    0
209967,19680130,   13,    0
209967,19680131,   14,    0
191076,19680201,   19,    0
191076,19680202,   58,    0
191076,19680203,   70,    0
191076,19680204,   14,    0
191076,19680205,   27,    0
191076,19680206,   25,    0
191076,19680207,   30,    0
191076,19680208,   33,    0
191076,19680209,   36,    0
191076,19680210,   52,    0
191076,19680211,   46,    0
191076,19680212,   48,    0
191076,19680213,   25,    0
191076,19680214,   44,    0
191076,19680215,   68,    0
191076,19680216,   46,    0
191076,19680217,   65,    0
191076,19680218,   92,    0
191076,19680219,   72,    0
191076,19680220,   47,    0
191076,19680221,  116,    0
191076,19680222,  108,    0
191076,19680223,  125,    1
191076,19680224,   56,    0
191076,19680225,  114,    0
191076,19680226,   85,    0
191076,19680227,  119,    0
191076,19680228,  101,    0
191076,19680229,   96,    0
191076,19680301,   75,    0
191076,19680302,   80,    0
191076,19680303,  106,    0
191076,19680304,   59,    0
191076,19680305,   91,    0
191076,19680306,  113,    0
191076,19680307,  113,    0
191076,19680308,  108,    0
191076,19680309,  107,    0
191076,19680310,  116,    0
191076,19680311,  108,    0
191076,19680312,   59,    0
191076,19680313,   69,    0
191076,19680314,   84,    0
191076,19680315,  151,    0
191076,19680316,   26,    0
191076,19680317,  105,    0
191076,19680318,  131,    0
191076,19680319,   17,    0
191076,19680320,   65,    0
191076,19680321,   35,    0
191076,19680322,  125,    0
191076,19680323,   18,    0
191076,19680324,  107,    0
191076,19680325,   93,    0
191076,19680326,   40,    0
191076,19680327,   13,    0
191076,19680328,  163,    0
191076,19680329,   62,    0
191076,19680330,  122,    0
191076,19680331,   62,    0
191076,19680401,   19,    0
191076,19680402,  132,    0
191076,19680403,  165,    0
191076,19680404,  189,    0
191076,19680405,  182,    0
191076,19680406,  125,    0
191076,19680407,  207,    0
191076,19680408,  234,    0
191076,19680409,  119,    0
191076,19680410,   82,    0
191076,19680411,  173,    0
191076,19680412,  249,    0
191076,19680413,   90,    0
191076,19680414,  116,    0
191076,19680415,  151,    0
191076,19680416,   74,    0
191076,19680417,  163,    0
191076,19680418,   98,    0
191076,19680419,   60,    0
191076,19680420,  100,    0
191076,19680421,   59,    0
191076,19680422,   92,    0
191076,19680423,  100,    0
191076,19680424,  231,    0
191076,19680425,  255,    0
191076,19680426,  280,    0
191076,19680427,   59,    0
191076,19680428,  103,    0
191076,19680429,  137,    0
191076,19680430,  120,    0
191076,19680501,   99,    0
191076,19680502,   98,    0
191076,19680503,   40,    0
191076,19680504,  153,    0
191076,19680505,   78,    0
191076,19680506,  150,    0
191076,19680507,  113,    0
191076,19680508,  156,    0
191076,19680509,   59,    0
191076,19680510,  145,    0
191076,19680511,  146,    0
191076,19680512,  141,    0
191076,19680513,  244,    0
191076,19680514,  192,    0
191076,19680515,   77,    0
191076,19680516,  152,    0
191076,19680517,  225,    0
191076,19680518,  228,    0
191076,19680519,  157,    0
191076,19680520,  231,    0
191076,19680521,  161,    0
191076,19680522,   97,    0
191076,19680523,  217,    0
191076,19680524,  236,    0
191076,19680525,  208,    0
191076,19680526,   67,    0
191076,19680527,  160,    0
191076,19680528,  284,    0
191076,19680529,  240,    0
191076,19680530,  268,    0
191076,19680531,   95,    0
191076,19680601,  149,    0
191076,19680602,  153,    0
191076,19680603,  219,    0
191076,19680604,  176,    0
191076,19680605,  186,    0
191076,19680606,  149,    0
191076,19680607,  142,    0
191076,19680608,  212,    0
191076,19680609,  268,    0
191076,19680610,  344,    0
191076,19680611,  352,    0
191076,19680612,  133,    0
191076,19680613,  292,    0
191076,19680614,  348,    0
191076,19680615,  298,    0
191076,19680616,  243,    0
191076,19680617,  311,    0
191076,19680618,  236,    0
191076,19680619,  220,    0
191076,19680620,  140,    0
191076,19680621,  215,    0
191076,19680622,  100,    0
191076,19680623,  112,    0
191076,19680624,  238,    0
191076,19680625,  187,    0
191076,19680626,  202,    0
191076,19680627,  231,    0
191076,19680628,  134,    0
191076,19680629,  158,    0
191076,19680630,  145,    0
191076,19680701,   71,    0
191076,19680702,   64,    0
191076,19680703,   74,    0
191076,19680704,  155,    0
209967,19680705,  303,    0
191076,19680706,  204,    0
191076,19680707,  195,    0
191076,19680708,   38,    0
191076,19680709,  153,    0
191076,19680710,   46,    0
191076,19680711,  175,    0
191076,19680712,  181,    0
191076,19680713,  212,    0
191076,19680714,  112,    0
191076,19680715,   57,    0
191076,19680716,   94,    0
191076,19680717,  235,    0
191076,19680718,  157,    0
191076,19680719,  176,    0
191076,19680720,   77,    0
191076,19680721,  215,    0
191076,19680722,   84,    0
191076,19680723,  221,    0
191076,19680724,  143,    0
191076,19680725,  196,    0
191076,19680726,  170,    0
191076,19680727,  116,    0
191076,19680728,  180,    0
191076,19680729,  139,    0
191076,19680730,  166,    0
191076,19680731,  231,    0
191076,19680801,  250,    0
191076,19680802,  260,    0
191076,19680803,  216,    0
191076,19680804,  206,    0
191076,19680805,  212,    0
191076,19680806,  181,    0
191076,19680807,  249,    0
191076,19680808,  262,    0
191076,19680809,  141,    0
191076,19680810,  222,    0
191076,19680811,  178,    0
191076,19680812,  165,    0
191076,19680813,   43,    0
191076,19680814,   86,    0
191076,19680815,   96,    0
191076,19680816,  194,    0
191076,19680817,  174,    0
191076,19680818,  231,    0
191076,19680819,   73,    0
191076,19680820,   85,    0
191076,19680821,   83,    0
191076,19680822,   49,    0
191076,19680823,  101,    0
191076,19680824,  128,    0
191076,19680825,   59,    0
191076,19680826,  110,    0
191076,19680827,  213,    0
191076,19680828,   77,    0
191076,19680829,   75,    0
191076,19680830,  122,    0
191076,19680831,  168,    0
191076,19680901,   87,    0
191076,19680902,   57,    0
191076,19680903,  102,    0
191076,19680904,  113,    0
191076,19680905,  121,    0
191076,19680906,  192,    0
191076,19680907,  155,    0
191076,19680908,   58,    0
191076,19680909,  131,    0
191076,19680910,  113,    0
191076,19680911,   32,    0
191076,19680912,   24,    0
191076,19680913,   98,    0
191076,19680914,  118,    0
191076,19680915,  143,    0
191076,19680916,  113,    0
191076,19680917,   99,    0
191076,19680918,  107,    0
191076,19680919,   55,    0
191076,19680920,   55,    0
191076,19680921,   54,    0
191076,19680922,   56,    0
191076,19680923,   74,    0
191076,19680924,   85,    0
191076,19680925,   49,    0
191076,19680926,  148,    0
191076,19680927,   40,    0
191076,19680928,   56,    0
191076,19680929,   71,    0
191076,19680930,  145,    0
191076,19681001,   20,    0
191076,19681002,   29,    0
191076,19681003,   40,    0
191076,19681004,   29,    0
191076,19681005,   38,    0
191076,19681006,  111,    0
191076,19681007,  108,    0
191076,19681008,  100,    0
191076,19681009,   37,    0
191076,19681010,   71,    0
209967,19681011,   28,    0
191076,19681012,   31,    0
191076,19681013,   41,    0
191076,19681014,   58,    0
191076,19681015,   46,    0
191076,19681016,   66,    0
191076,19681017,   73,    0
191076,19681018,   45,    0
191076,19681019,   38,    0
191076,19681020,   46,    0
191076,19681021,   63,    0
191076,19681022,   14,    0
191076,19681023,   24,    0
191076,19681024,   14,    0
191076,19681025,   16,    0
191076,19681026,   17,    0
209967,19681027,   20,    0
191076,19681028,   18,    0
191076,19681029,   53,    0
209967,19681030,   19,    0
209967,19681031,   18,    0
209967,19681101,   18,    0
191076,19681102,   27,    0
191076,19681103,   77,    0
191076,19681104,   75,    0
191076,19681105,   62,    0
209967,19681106,   20,    0
191076,19681107,   19,    0
191076,19681108,   50,    0
191076,19681109,   35,    0
191076,19681110,   28,    0
209967,19681111,   14,    0
191076,19681112,   31,    0
191076,19681113,   30,    0
191076,19681114,   15,    0
191076,19681115,   52,    0
191076,19681116,   19,    0
209967,19681117,   13,    0
191076,19681118,   13,    0
209967,19681119,   12,    0
191076,19681120,   30,    0
209967,19681121,   12,    0
209967,19681122,   15,    0
191076,19681123,    9,    0
191076,19681124,   28,    0
191076,19681125,    3,    0
191076,19681126,   24,    0
191076,19681127,    3,    0
191076,19681128,    3,    0
191076,19681129,   22,    0
191076,19681130,   18,    0
191076,19681201,   24,    0
209967,19681202,   14,    0
191076,19681203,   12,    0
191076,19681204,    2,    0
191076,19681205,    3,    0
191076,19681206,    4,    0
191076,19681207,    4,    0
191076,19681208,    7,    0
191076,19681209,    4,    0
191076,19681210,    1,    1
191076,19681211,    3,    0
191076,19681212,   11,    0
191076,19681213,   17,    0
191076,19681214,   26,    0
191076,19681215,    4,    0
191076,19681216,    7,    0
191076,19681217,   17,    0
191076,19681218,   10,    0
191076,19681219,   26,    0
191076,19681220,    3,    0
191076,19681221,   34,    0
191076,19681222,    5,    0
191076,19681223,   13,    0
191076,19681224,    7,    0
191076,19681225,   23,    0
191076,19681226,   29,    0
191076,19681227,   25,    0
191076,19681228,   31,    0
191076,19681229,   14,    0
191076,19681230,   16,    0
191076,19681231,   26,    0
191076,19690101,    4,    0
191076,19690102,   31,    0
191076,19690103,   17,    0
191076,19690104,   15,    0
191076,19690105,   44,    0
191076,19690106,   17,    0
191076,19690107,    3,    0
191076,19690108,    7,    0
191076,19690109,   25,    0
191076,19690110,    5,    0
191076,19690111,   13,    0
191076,19690112,    4,    0
191076,19690113,    6,    0
191076,19690114,   12,    0
191076,19690115,   13,    0
191076,19690116,   11,    0
191076,19690117,    7,    0
191076,19690118,   12,    0
191076,19690119,   15,    0
191076,19690120,    3,    0
191076,19690121,    4,    0
191076,19690122,   43,    0
191076,19690123,    8,    0
191076,19690124,    5,    0
191076,19690125,    7,    0
191076,19690126,   12,    0
209967,19690127,   13,    0
191076,19690128,   30,    0
191076,19690129,   26,    0
191076,19690130,   15,    0
191076,19690131,   42,    0
191076,19690201,   13,    0
191076,19690202,   73,    0
191076,19690203,   52,    0
191076,19690204,   45,    0
191076,19690205,   53,    0
191076,19690206,   56,    0
191076,19690207,   70,    0
191076,19690208,   81,    0
191076,19690209,   60,    0
191076,19690210,   46,    0
191076,19690211,   77,    0
191076,19690212,   46,    0
191076,19690213,   62,    0
191076,19690214,   77,    0
191076,19690215,   55,    0
191076,19690216,   98,    0
191076,19690217,   98,    0
191076,19690218,   79,    0
191076,19690219,   45,    0
191076,19690220,   53,    0
191076,19690221,   74,    0
191076,19690222,   15,    0
191076,19690223,   65,    0
209967,19690224,   23,    0
191076,19690225,   21,    0
191076,19690226,   31,    0
191076,19690227,   83,    0
191076,19690228,   36,    0
191076,19690301,   15,    0
191076,19690302,   37,    0
191076,19690303,  104,    0
191076,19690304,  130,    0
191076,19690305,  143,    0
191076,19690306,  137,    0
191076,19690307,  108,    0
191076,19690308,   59,    0
191076,19690309,  149,    0
191076,19690310,   73,    0
191076,19690311,   56,    0
191076,19690312,   43,    0
191076,19690313,   49,    0
191076,19690314,   50,    0
191076,19690315,   28,    0
209967,19690316,   37,    0
191076,19690317,   17,    0
191076,19690318,   40,    0
191076,19690319,   47,    0
191076,19690320,   29,    0
191076,19690321,   38,    0
191076,19690322,   81,    0
191076,19690323,   52,    0
191076,19690324,   70,    0
191076,19690325,   89,    0
191076,19690326,  110,    0
191076,19690327,  192,    0
191076,19690328,   67,    0
191076,19690329,   69,    0
191076,19690330,   97,    0
191076,19690331,   45,    0
191076,19690401,  171,    0
191076,19690402,  163,    0
191076,19690403,  181,    0
191076,19690404,  168,    0
191076,19690405,  192,    0
191076,19690406,  226,    0
191076,19690407,  210,    0
191076,19690408,  198,    0
191076,19690409,   26,    0
191076,19690410,  143,    0
191076,19690411,   42,    0
191076,19690412,  185,    0
191076,19690413,  173,    0
191076,19690414,   59,    0
191076,19690415,  153,    0
191076,19690416,  192,    0
191076,19690417,  200,    0
191076,19690418,  160,    0
191076,19690419,  222,    0
191076,19690420,   79,    0
191076,19690421,  109,    0
191076,19690422,   25,    0
191076,19690423,  101,    0
191076,19690424,   46,    0
191076,19690425,  143,    0
191076,19690426,  105,    0
191076,19690427,  139,    0
191076,19690428,  183,    0
191076,19690429,  118,    0
191076,19690430,  128,    0
191076,19690501,  146,    0
191076,19690502,   64,    0
191076,19690503,   45,    0
191076,19690504,   59,    0
191076,19690505,   52,    0
191076,19690506,   25,    0
191076,19690507,  114,    0
191076,19690508,   57,    0
191076,19690509,  101,    0
191076,19690510,   67,    0
191076,19690511,   58,    0
191076,19690512,  126,    0
191076,19690513,   53,    0
191076,19690514,  152,    0
191076,19690515,  120,    0
191076,19690516,  158,    0
191076,19690517,  217,    0
191076,19690518,  264,    0
191076,19690519,  155,    0
191076,19690520,  191,    0
191076,19690521,  254,    0
191076,19690522,  205,    0
191076,19690523,  140,    0
191076,19690524,   96,    0
191076,19690525,  168,    0
191076,19690526,   50,    0
191076,19690527,  195,    0
191076,19690528,   69,    0
191076,19690529,  198,    0
191076,19690530,  181,    0
191076,19690531,   64,    0
191076,19690601,  128,    0
191076,19690602,  135,    0
191076,19690603,  138,    0
191076,19690604,  333,    0
191076,19690605,  286,    0
191076,19690606,  240,    0
191076,19690607,  266,    0
191076,19690608,  282,    0
191076,19690609,  284,    0
191076,19690610,  347,    0
191076,19690611,  337,    0
191076,19690612,  273,    0
191076,19690613,  238,    0
209967,19690614,  304,    0
191076,19690615,  268,    0
191076,19690616,   81,    0
191076,19690617,  134,    0
191076,19690618,  150,    0
191076,19690619,  169,    0
191076,19690620,   74,    0
191076,19690621,  189,    0
191076,19690622,  168,    0
191076,19690623,  157,    0
191076,19690624,  249,    0
191076,19690625,  245,    0
191076,19690626,   61,    0
191076,19690627,  222,    0
191076,19690628,   81,    0
191076,19690629,  146,    0
191076,19690630,   80,    0
191076,19690701,   90,    0
191076,19690702,  206,    0
191076,19690703,  212,    0
191076,19690704,   86,    0
191076,19690705,  195,    0
191076,19690706,  213,    0
191076,19690707,  153,    0
191076,19690708,  139,    0
191076,19690709,  190,    0
191076,19690710,   94,    0
191076,19690711,   79,    0
191076,19690712,  179,    0
191076,19690713,  194,    0
191076,19690714,  241,    0
191076,19690715,  262,    0
191076,19690716,  174,    0
191076,19690717,  198,    0
191076,19690718,   65,    0
191076,19690719,   82,    0
191076,19690720,   65,    0
191076,19690721,   64,    0
191076,19690722,   75,    0
191076,19690723,  190,    0
191076,19690724,  295,    0
191076,19690725,  285,    0
191076,19690726,   56,    0
191076,19690727,  169,    0
191076,19690728,   69,    0
191076,19690729,  252,    0
191076,19690730,  225,    0
191076,19690731,  289,    0
191076,19690801,  264,    0
191076,19690802,   74,    0
191076,19690803,   15,    0
191076,19690804,   81,    0
191076,19690805,  215,    0
191076,19690806,  238,    0
191076,19690807,  243,    0
191076,19690808,  233,    0
191076,19690809,   73,    0
191076,19690810,  178,    0
191076,19690811,  131,    0
191076,19690812,  125,    0
191076,19690813,  145,    0
191076,19690814,   22,    0
191076,19690815,  208,    0
191076,19690816,  197,    0
191076,19690817,  168,    0
191076,19690818,  144,    0
191076,19690819,  160,    0
191076,19690820,  111,    0
191076,19690821,  170,    0
191076,19690822,   95,    0
191076,19690823,  163,    0
191076,19690824,  162,    0
191076,19690825,  165,    0
191076,19690826,   55,    0
191076,19690827,  129,    0
191076,19690828,  156,    0
191076,19690829,  215,    0
191076,19690830,  169,    0
191076,19690831,  150,    0
191076,19690901,  155,    0
191076,19690902,  206,    0
191076,19690903,  130,    0
191076,19690904,   99,    0
191076,19690905,  190,    0
191076,19690906,   88,    0
191076,19690907,   95,    0
191076,19690908,  116,    0
191076,19690909,   56,    0
191076,19690910,   38,    0
191076,19690911,   48,    0
191076,19690912,   84,    0
191076,19690913,   65,    0
191076,19690914,  146,    0
191076,19690915,  153,    0
191076,19690916,   35,    0
191076,19690917,   47,    0
191076,19690918,   13,    0
191076,19690919,  167,    0
191076,19690920,   38,    0
191076,19690921,   35,    0
191076,19690922,  112,    0
191076,19690923,   41,    0
191076,19690924,   56,    0
191076,19690925,   98,    0
191076,19690926,   29,    0
191076,19690927,  140,    0
191076,19690928,   33,    0
191076,19690929,  159,    0
191076,19690930,   71,    0
191076,19691001,  115,    0
191076,19691002,   41,    0
191076,19691003,   48,    0
191076,19691004,   61,    0
191076,19691005,   82,    0
191076,19691006,  126,    0
191076,19691007,   58,    0
209967,19691008,   30,    0
191076,19691009,   22,    0
191076,19691010,  110,    0
191076,19691011,   73,    0
191076,19691012,   55,    0
191076,19691013,   50,    0
191076,19691014,   75,    0
209967,19691015,   26,    0
191076,19691016,   17,    0
191076,19691017,   97,    0
191076,19691018,  100,    0
191076,19691019,   70,    0
191076,19691020,   24,    0
191076,19691021,   16,    0
191076,19691022,   20,    0
191076,19691023,   22,    0
191076,19691024,   61,    0
191076,19691025,   30,    0
191076,19691026,   56,    0
191076,19691027,   19,    0
209967,19691028,   20,    0
191076,19691029,   56,    0
191076,19691030,   20,    0
191076,19691031,   27,    0
191076,19691101,   19,    0
209967,19691102,   18,    0
191076,19691103,   21,    0
191076,19691104,   44,    0
191076,19691105,   33,    0
191076,19691106,   38,    0
191076,19691107,   35,    0
191076,19691108,   21,    0
191076,19691109,   38,    0
191076,19691110,   33,    0
209967,19691111,   15,    0
191076,19691112,   21,    0
191076,19691113,   31,    0
191076,19691114,   14,    0
191076,19691115,   20,    0
191076,19691116,   29,    0
191076,19691117,   55,    0
209967,19691118,   13,    0
209967,19691119,   20,    0
191076,19691120,   19,    0
209967,19691121,   12,    0
209967,19691122,   19,    0
191076,19691123,   28,    0
191076,19691124,   42,    0
191076,19691125,   38,    0
191076,19691126,   27,    0
191076,19691127,   11,    0
191076,19691128,   35,    0
191076,19691129,   35,    0
191076,19691130,   18,    0
191076,19691201,   15,    0
191076,19691202,    5,    0
209967,19691203,   16,    0
191076,19691204,   34,    0
191076,19691205,   10,    0
191076,19691206,   10,    0
191076,19691207,   13,    0
191076,19691208,   20,    0
191076,19691209,    5,    0
191076,19691210,    4,    0
191076,19691211,   35,    0
191076,19691212,   44,    1
191076,19691213,    7,    0
191076,19691214,    3,    0
191076,19691215,   11,    0
191076,19691216,   11,    0
191076,19691217,    5,    0
191076,19691218,   26,    0
191076,19691219,    3,    0
191076,19691220,    4,    0
191076,19691221,    1,    1
191076,19691222,   16,    0
191076,19691223,    6,    0
191076,19691224,   11,    0
191076,19691225,   22,    0
191076,19691226,   35,    0
191076,19691227,   21,    0
209967,19691228,   14,    0
191076,19691229,    1,    1
191076,19691230,   14,    0
191076,19691231,    8,    0
191076,19700101,    8,    0
209967,19700102,   13,    0
191076,19700103,   32,    0
191076,19700104,   32,    0
191076,19700105,   38,    0
191076,19700106,   36,    0
191076,19700107,   32,    0
191076,19700108,   13,    0
191076,19700109,    5,    0
191076,19700110,    3,    0
191076,19700111,    8,    0
191076,19700112,    7,    0
191076,19700113,   13,    0
191076,19700114,    2,    0
191076,19700115,    6,    0
191076,19700116,    4,    0
191076,19700117,    6,    0
191076,19700118,    2,    1
191076,19700119,   19,    0
191076,19700120,    4,    0
191076,19700121,    3,    0
191076,19700122,   21,    0
191076,19700123,    8,    0
191076,19700124,    6,    0
191076,19700125,   11,    0
191076,19700126,    6,    0
191076,19700127,   39,    0
191076,19700128,   43,    0
209967,19700129,   13,    0
191076,19700130,   16,    0
191076,19700131,   34,    0
209967,19700201,   14,    0
191076,19700202,   25,    0
191076,19700203,   50,    0
191076,19700204,   56,    0
191076,19700205,   71,    0
191076,19700206,   71,    0
191076,19700207,   43,    0
191076,19700208,   34,    0
191076,19700209,   39,    0
191076,19700210,   89,    0
191076,19700211,   88,    0
191076,19700212,   53,    0
191076,19700213,   92,    0
191076,19700214,   84,    0
191076,19700215,   89,    0
191076,19700216,   91,    0
191076,19700217,   65,    0
191076,19700218,   56,    0
191076,19700219,   25,    0
191076,19700220,  100,    0
191076,19700221,   23,    0
191076,19700222,   50,    0
191076,19700223,   39,    0
191076,19700224,   77,    0
191076,19700225,  100,    0
191076,19700226,  108,    0
191076,19700227,   73,    0
191076,19700228,  110,    0
191076,19700301,   22,    0
191076,19700302,  103,    0
191076,19700303,   62,    0
191076,19700304,  107,    0
191076,19700305,  134,    0
191076,19700306,   99,    0
191076,19700307,  128,    0
191076,19700308,   86,    0
191076,19700309,   69,    0
191076,19700310,   77,    0
191076,19700311,  113,    0
191076,19700312,   25,    0
191076,19700313,   81,    0
191076,19700314,  109,    0
191076,19700315,  133,    0
191076,19700316,   33,    0
191076,19700317,   93,    0
191076,19700318,  118,    0
191076,19700319,  131,    0
191076,19700320,  108,    0
191076,19700321,   43,    0
191076,19700322,  102,    0
191076,19700323,  124,    0
191076,19700324,  161,    0
191076,19700325,  165,    0
191076,19700326,  116,    0
191076,19700327,  159,    0
191076,19700328,   55,    0
191076,19700329,   97,    0
191076,19700330,  133,    0
191076,19700331,  140,    0
191076,19700401,  175,    0
191076,19700402,  128,    0
191076,19700403,  161,    0
191076,19700404,  108,    0
191076,19700405,   70,    0
