 SOUID,    DATE,   HU, Q_HU
105610,19621209,   83,    0
105610,19621210,   85,    0
105610,19621211,   90,    0
105610,19621212,   87,    0
105610,19621213,   84,    0
105610,19621214,   94,    0
105610,19621215,   88,    0
105610,19621216,   81,    0
105610,19621217,   88,    0
105610,19621218,   85,    0
105610,19621219,   88,    0
105610,19621220,   96,    0
105610,19621221,   84,    0
105610,19621222,   98,    0
105610,19621223,   94,    0
105610,19621224,   89,    0
105610,19621225,   96,    0
105610,19621226,   91,    0
105610,19621227,   86,    0
105610,19621228,   85,    0
105610,19621229,   93,    0
105610,19621230,   89,    0
105610,19621231,   96,    0
105610,19630101,   84,    0
105610,19630102,   83,    0
105610,19630103,   85,    0
105610,19630104,   94,    0
105610,19630105,   90,    0
105610,19630106,   78,    0
105610,19630107,   88,    0
105610,19630108,   94,    0
105610,19630109,   85,    0
105610,19630110,   85,    0
105610,19630111,   88,    0
105610,19630112,   84,    0
105610,19630113,   83,    0
105610,19630114,   72,    0
105610,19630115,   82,    0
105610,19630116,   85,    0
105610,19630117,   88,    0
105610,19630118,   90,    0
105610,19630119,   80,    0
105610,19630120,   73,    0
105610,19630121,   72,    0
105610,19630122,   78,    0
105610,19630123,   90,    0
105610,19630124,   78,    0
105610,19630125,   83,    0
105610,19630126,   82,    0
105610,19630127,   91,    0
105610,19630128,   91,    0
105610,19630129,   89,    0
105610,19630130,   95,    0
105610,19630131,   91,    0
105610,19630201,   88,    0
105610,19630202,   86,    0
105610,19630203,   78,    0
105610,19630204,   86,    0
105610,19630205,   88,    0
105610,19630206,   86,    0
105610,19630207,   98,    0
105610,19630208,   95,    0
105610,19630209,   87,    0
105610,19630210,   87,    0
105610,19630211,   83,    0
105610,19630212,   82,    0
105610,19630213,   84,    0
105610,19630214,   89,    0
105610,19630215,   93,    0
105610,19630216,   86,    0
105610,19630217,   80,    0
105610,19630218,   80,    0
105610,19630219,   84,    0
105610,19630220,   79,    0
105610,19630221,   74,    0
105610,19630222,   80,    0
105610,19630223,   84,    0
105610,19630224,   84,    0
105610,19630225,   81,    0
105610,19630226,   63,    0
105610,19630227,   60,    0
105610,19630228,   63,    0
105610,19630301,   67,    0
105610,19630302,   68,    0
105610,19630303,   74,    0
105610,19630304,   88,    0
105610,19630305,   97,    0
105610,19630306,   96,    0
105610,19630307,   96,    0
105610,19630308,   95,    0
105610,19630309,   95,    0
105610,19630310,   91,    0
105610,19630311,   94,    0
105610,19630312,   85,    0
105610,19630313,   89,    0
105610,19630314,   98,    0
105610,19630315,   95,    0
105610,19630316,   94,    0
105610,19630317,   95,    0
105610,19630318,   91,    0
105610,19630319,   94,    0
105610,19630320,   83,    0
105610,19630321,   94,    0
105610,19630322,   83,    0
105610,19630323,   82,    0
105610,19630324,   98,    0
105610,19630325,   86,    0
105610,19630326,   88,    0
105610,19630327,   92,    0
105610,19630328,   86,    0
105610,19630329,   90,    0
105610,19630330,   86,    0
105610,19630331,   84,    0
105610,19630401,   96,    0
105610,19630402,   84,    0
105610,19630403,   79,    0
105610,19630404,   80,    0
105610,19630405,   93,    0
105610,19630406,   81,    0
105610,19630407,   74,    0
105610,19630408,   76,    0
105610,19630409,   74,    0
105610,19630410,   94,    0
105610,19630411,   73,    0
105610,19630412,   84,    0
105610,19630413,   91,    0
105610,19630414,   87,    0
105610,19630415,   74,    0
105610,19630416,   94,    0
105610,19630417,   96,    0
105610,19630418,   93,    0
105610,19630419,   82,    0
105610,19630420,   81,    0
105610,19630421,   79,    0
105610,19630422,   96,    0
105610,19630423,   69,    0
105610,19630424,   79,    0
105610,19630425,   82,    0
105610,19630426,   80,    0
105610,19630427,   97,    0
105610,19630428,   93,    0
105610,19630429,   83,    0
105610,19630430,   86,    0
105610,19630501,   69,    0
105610,19630502,   76,    0
105610,19630503,   67,    0
105610,19630504,   90,    0
105610,19630505,   93,    0
105610,19630506,   83,    0
105610,19630507,   93,    0
105610,19630508,   90,    0
105610,19630509,   90,    0
105610,19630510,   92,    0
105610,19630511,   81,    0
105610,19630512,  100,    0
105610,19630513,   94,    0
105610,19630514,   77,    0
105610,19630515,   76,    0
105610,19630516,   95,    0
105610,19630517,   79,    0
105610,19630518,   91,    0
105610,19630519,   76,    0
105610,19630520,  100,    0
105610,19630521,   92,    0
105610,19630522,   70,    0
105610,19630523,   68,    0
105610,19630524,   87,    0
105610,19630525,   94,    0
105610,19630526,   77,    0
105610,19630527,   72,    0
105610,19630528,   66,    0
105610,19630529,   73,    0
105610,19630530,   83,    0
105610,19630531,   74,    0
105610,19630601,   71,    0
105610,19630602,   69,    0
105610,19630603,   72,    0
105610,19630604,   75,    0
105610,19630605,   78,    0
105610,19630606,   85,    0
105610,19630607,   92,    0
105610,19630608,   79,    0
105610,19630609,   73,    0
105610,19630610,   76,    0
105610,19630611,   74,    0
105610,19630612,   88,    0
105610,19630613,   89,    0
105610,19630614,   88,    0
105610,19630615,   84,    0
105610,19630616,   77,    0
105610,19630617,   88,    0
105610,19630618,   91,    0
105610,19630619,   80,    0
105610,19630620,   95,    0
105610,19630621,   89,    0
105610,19630622,   84,    0
105610,19630623,   88,    0
105610,19630624,   93,    0
105610,19630625,   91,    0
105610,19630626,   87,    0
105610,19630627,   88,    0
105610,19630628,   91,    0
105610,19630629,   93,    0
105610,19630630,   89,    0
105610,19630701,   92,    0
105610,19630702,   97,    0
105610,19630703,   89,    0
105610,19630704,   93,    0
105610,19630705,   91,    0
105610,19630706,   90,    0
105610,19630707,   87,    0
105610,19630708,   84,    0
105610,19630709,   84,    0
105610,19630710,   80,    0
105610,19630711,   77,    0
105610,19630712,   88,    0
105610,19630713,   80,    0
105610,19630714,   95,    0
105610,19630715,   89,    0
105610,19630716,   80,    0
105610,19630717,   96,    0
105610,19630718,   85,    0
105610,19630719,   89,    0
105610,19630720,   72,    0
105610,19630721,   86,    0
105610,19630722,   80,    0
105610,19630723,   89,    0
105610,19630724,   87,    0
105610,19630725,   80,    0
105610,19630726,   75,    0
105610,19630727,   76,    0
105610,19630728,   77,    0
105610,19630729,   75,    0
105610,19630730,   75,    0
105610,19630731,   78,    0
105610,19630801,   72,    0
105610,19630802,   82,    0
105610,19630803,   92,    0
105610,19630804,   91,    0
105610,19630805,   94,    0
105610,19630806,   83,    0
105610,19630807,   93,    0
105610,19630808,   85,    0
105610,19630809,   78,    0
105610,19630810,   96,    0
105610,19630811,   87,    0
105610,19630812,   86,    0
105610,19630813,   89,    0
105610,19630814,   76,    0
105610,19630815,   87,    0
105610,19630816,   96,    0
105610,19630817,   94,    0
105610,19630818,   82,    0
105610,19630819,   89,    0
105610,19630820,   89,    0
105610,19630821,   87,    0
105610,19630822,   95,    0
105610,19630823,   93,    0
105610,19630824,   87,    0
105610,19630825,   96,    0
105610,19630826,   87,    0
105610,19630827,   80,    0
105610,19630828,   76,    0
105610,19630829,   75,    0
105610,19630830,   92,    0
105610,19630831,   94,    0
105610,19630901,   97,    0
105610,19630902,   92,    0
105610,19630903,   84,    0
105610,19630904,   93,    0
105610,19630905,   81,    0
105610,19630906,   78,    0
105610,19630907,   98,    0
105610,19630908,   83,    0
105610,19630909,   88,    0
105610,19630910,   84,    0
105610,19630911,   84,    0
105610,19630912,   80,    0
105610,19630913,   85,    0
105610,19630914,   83,    0
105610,19630915,   89,    0
105610,19630916,   94,    0
105610,19630917,   83,    0
105610,19630918,   85,    0
105610,19630919,   85,    0
105610,19630920,   82,    0
105610,19630921,   88,    0
105610,19630922,   96,    0
105610,19630923,   90,    0
105610,19630924,   87,    0
105610,19630925,   86,    0
105610,19630926,   84,    0
105610,19630927,   76,    0
105610,19630928,   84,    0
105610,19630929,   91,    0
105610,19630930,   81,    0
105610,19631001,   88,    0
105610,19631002,   77,    0
105610,19631003,   86,    0
105610,19631004,   85,    0
105610,19631005,   84,    0
105610,19631006,   90,    0
105610,19631007,   93,    0
105610,19631008,   91,    0
105610,19631009,   86,    0
105610,19631010,   86,    0
105610,19631011,   89,    0
105610,19631012,   93,    0
105610,19631013,   81,    0
105610,19631014,   80,    0
105610,19631015,   99,    0
105610,19631016,   87,    0
105610,19631017,   94,    0
105610,19631018,   95,    0
105610,19631019,   94,    0
105610,19631020,   90,    0
105610,19631021,   96,    0
105610,19631022,   90,    0
105610,19631023,   97,    0
105610,19631024,   92,    0
105610,19631025,   94,    0
105610,19631026,   87,    0
105610,19631027,   90,    0
105610,19631028,   93,    0
105610,19631029,   98,    0
105610,19631030,   89,    0
105610,19631031,   94,    0
105610,19631101,   96,    0
105610,19631102,   97,    0
105610,19631103,   96,    0
105610,19631104,   92,    0
105610,19631105,   86,    0
105610,19631106,   94,    0
105610,19631107,   95,    0
105610,19631108,   94,    0
105610,19631109,   95,    0
105610,19631110,   98,    0
105610,19631111,   94,    0
105610,19631112,   94,    0
105610,19631113,   85,    0
105610,19631114,   92,    0
105610,19631115,   94,    0
105610,19631116,   93,    0
105610,19631117,   91,    0
105610,19631118,   98,    0
105610,19631119,   96,    0
105610,19631120,   80,    0
105610,19631121,   91,    0
105610,19631122,   81,    0
105610,19631123,  100,    0
105610,19631124,   97,    0
105610,19631125,   93,    0
105610,19631126,   87,    0
105610,19631127,   92,    0
105610,19631128,   98,    0
105610,19631129,   85,    0
105610,19631130,   94,    0
105610,19631201,   88,    0
105610,19631202,   92,    0
105610,19631203,   87,    0
105610,19631204,   86,    0
105610,19631205,   88,    0
105610,19631206,   90,    0
105610,19631207,   94,    0
105610,19631208,   91,    0
105610,19631209,   95,    0
105610,19631210,   97,    0
105610,19631211,   83,    0
105610,19631212,   86,    0
105610,19631213,   88,    0
105610,19631214,   85,    0
105610,19631215,   85,    0
105610,19631216,   80,    0
105610,19631217,   79,    0
105610,19631218,   78,    0
105610,19631219,   74,    0
105610,19631220,   74,    0
105610,19631221,   83,    0
105610,19631222,   81,    0
105610,19631223,   82,    0
105610,19631224,   62,    0
105610,19631225,   87,    0
105610,19631226,   87,    0
105610,19631227,   98,    0
105610,19631228,   99,    0
105610,19631229,   92,    0
105610,19631230,   95,    0
105610,19631231,   94,    0
105610,19640101,   93,    0
105610,19640102,   83,    0
105610,19640103,   86,    0
105610,19640104,   97,    0
105610,19640105,   89,    0
105610,19640106,   94,    0
105610,19640107,  100,    0
105610,19640108,   88,    0
105610,19640109,   85,    0
105610,19640110,   86,    0
105610,19640111,   88,    0
105610,19640112,   84,    0
105610,19640113,   91,    0
105610,19640114,   93,    0
105610,19640115,   86,    0
105610,19640116,   80,    0
105610,19640117,   74,    0
105610,19640118,   80,    0
105610,19640119,   98,    0
105610,19640120,   97,    0
105610,19640121,   99,    0
105610,19640122,   98,    0
105610,19640123,   93,    0
105610,19640124,   84,    0
105610,19640125,   92,    0
105610,19640126,   88,    0
105610,19640127,   97,    0
105610,19640128,   85,    0
105610,19640129,   98,    0
105610,19640130,   89,    0
105610,19640131,   95,    0
105610,19640201,   77,    0
105610,19640202,   96,    0
105610,19640203,   88,    0
105610,19640204,   82,    0
105610,19640205,   68,    0
105610,19640206,   84,    0
105610,19640207,   90,    0
105610,19640208,   82,    0
105610,19640209,   89,    0
105610,19640210,   87,    0
105610,19640211,   82,    0
105610,19640212,   90,    0
105610,19640213,   77,    0
105610,19640214,   73,    0
105610,19640215,   87,    0
105610,19640216,   88,    0
105610,19640217,   84,    0
105610,19640218,   84,    0
105610,19640219,   82,    0
105610,19640220,   79,    0
105610,19640221,   69,    0
105610,19640222,   68,    0
105610,19640223,   95,    0
105610,19640224,   97,    0
105610,19640225,   94,    0
105610,19640226,   86,    0
105610,19640227,   92,    0
105610,19640228,   95,    0
105610,19640229,   86,    0
105610,19640301,   93,    0
105610,19640302,   91,    0
105610,19640303,   97,    0
105610,19640304,   89,    0
