 SOUID,    DATE,   TN, Q_TN
100919,19640415,   45,    0
100919,19640416,   47,    0
100919,19640417,   67,    0
100919,19640418,   25,    0
100919,19640419,   50,    0
100919,19640420,   53,    0
100919,19640421,   56,    0
100919,19640422,   32,    0
100919,19640423,   43,    0
100919,19640424,   28,    0
100919,19640425,   24,    0
100919,19640426,   64,    0
100919,19640427,   75,    0
100919,19640428,   78,    0
100919,19640429,   56,    0
100919,19640430,   46,    0
100919,19640501,   26,    0
100919,19640502,    7,    0
100919,19640503,   74,    0
100919,19640504,   64,    0
100919,19640505,   28,    0
100919,19640506,   68,    0
100919,19640507,   76,    0
100919,19640508,   43,    0
100919,19640509,   54,    0
100919,19640510,   39,    0
100919,19640511,   57,    0
100919,19640512,   84,    0
100919,19640513,   36,    0
100919,19640514,   40,    0
100919,19640515,   55,    0
100919,19640516,   19,    0
100919,19640517,   46,    0
100919,19640518,   92,    0
100919,19640519,   66,    0
100919,19640520,   26,    0
100919,19640521,   87,    0
100919,19640522,   89,    0
100919,19640523,   61,    0
100919,19640524,   73,    0
100919,19640525,   51,    0
100919,19640526,   52,    0
100919,19640527,   72,    0
100919,19640528,   68,    0
100919,19640529,   87,    0
100919,19640530,  115,    1
100919,19640531,   82,    0
100919,19640601,   43,    0
100919,19640602,   32,    0
100919,19640603,   54,    0
100919,19640604,   65,    0
100919,19640605,   91,    0
100919,19640606,   88,    0
100919,19640607,  102,    0
100919,19640608,   85,    0
100919,19640609,   94,    0
100919,19640610,   98,    0
100919,19640611,   85,    0
100919,19640612,  105,    0
100919,19640613,  101,    0
100919,19640614,   88,    0
100919,19640615,   59,    0
100919,19640616,   82,    0
100919,19640617,   88,    0
100919,19640618,   80,    0
100919,19640619,   61,    0
100919,19640620,   38,    0
100919,19640621,   49,    0
100919,19640622,   72,    0
100919,19640623,   44,    0
100919,19640624,   76,    0
100919,19640625,  114,    0
100919,19640626,   71,    0
100919,19640627,  118,    0
100919,19640628,   61,    0
100919,19640629,   76,    0
100919,19640630,   92,    0
100919,19640701,   92,    0
100919,19640702,  101,    0
100919,19640703,   55,    0
100919,19640704,   45,    0
100919,19640705,   56,    0
100919,19640706,   24,    0
100919,19640707,   93,    0
100919,19640708,   88,    0
100919,19640709,   77,    0
100919,19640710,   88,    0
100919,19640711,   84,    0
100919,19640712,   52,    0
100919,19640713,   39,    0
100919,19640714,  114,    0
100919,19640715,  123,    0
100919,19640716,  106,    0
100919,19640717,   95,    0
100919,19640718,  102,    0
100919,19640719,  110,    0
100919,19640720,  106,    0
100919,19640721,  114,    0
100919,19640722,   99,    0
100919,19640723,   79,    0
100919,19640724,  121,    0
100919,19640725,  126,    0
100919,19640726,   28,    0
100919,19640727,  105,    0
100919,19640728,  106,    0
100919,19640729,   36,    0
100919,19640730,   94,    0
100919,19640731,  108,    0
100919,19640801,   99,    0
100919,19640802,   98,    0
100919,19640803,  118,    0
100919,19640804,  127,    0
100919,19640805,  116,    0
100919,19640806,   96,    0
100919,19640807,   55,    0
100919,19640808,   58,    0
100919,19640809,   94,    0
100919,19640810,   54,    0
100919,19640811,   67,    0
100919,19640812,  113,    0
100919,19640813,  101,    0
100919,19640814,  110,    0
100919,19640815,   98,    0
100919,19640816,   79,    0
100919,19640817,  125,    0
100919,19640818,  123,    0
100919,19640819,   60,    0
100919,19640820,  -11,    0
100919,19640821,  -22,    0
100919,19640822,   24,    0
100919,19640823,   96,    0
100919,19640824,  119,    0
100919,19640825,  106,    0
100919,19640826,  116,    0
100919,19640827,  119,    0
100919,19640828,  118,    0
100919,19640829,   49,    0
100919,19640830,   35,    0
100919,19640831,   25,    0
100919,19640901,   29,    0
100919,19640902,   35,    0
100919,19640903,   59,    0
100919,19640904,   67,    0
100919,19640905,   62,    0
100919,19640906,   85,    0
100919,19640907,   71,    0
100919,19640908,  102,    0
100919,19640909,  113,    0
100919,19640910,  132,    0
100919,19640911,  124,    0
100919,19640912,   16,    0
100919,19640913,   32,    0
100919,19640914,   98,    0
100919,19640915,   54,    0
100919,19640916,   77,    0
100919,19640917,   42,    0
100919,19640918,   52,    0
100919,19640919,   76,    0
100919,19640920,   47,    0
100919,19640921,  -34,    0
100919,19640922,   35,    0
100919,19640923,  116,    0
100919,19640924,   54,    0
100919,19640925,  106,    0
100919,19640926,   93,    0
100919,19640927,   80,    0
100919,19640928,   66,    0
100919,19640929,  101,    0
100919,19640930,   27,    0
100919,19641001,   92,    0
100919,19641002,   59,    0
100919,19641003,   43,    0
100919,19641004,   19,    0
100919,19641005,   27,    0
100919,19641006,   53,    0
100919,19641007,   83,    0
100919,19641008,   57,    0
100919,19641009,    7,    0
100919,19641010,    0,    0
100919,19641011,    9,    0
100919,19641012,  -11,    0
100919,19641013,  -40,    0
100919,19641014,   -4,    0
100919,19641015,   -4,    0
100919,19641016,   26,    0
100919,19641017,   48,    0
100919,19641018,   25,    0
100919,19641019,   68,    0
100919,19641020,   97,    0
100919,19641021,   73,    0
100919,19641022,    2,    0
100919,19641023,   11,    0
100919,19641024,  -22,    0
100919,19641025,   16,    0
100919,19641026,   33,    0
100919,19641027,   88,    0
100919,19641028,   72,    1
100919,19641029,   -3,    0
100919,19641030,   43,    0
100919,19641031,   44,    0
100919,19641101,   -7,    0
100919,19641102,   -2,    0
100919,19641103,   19,    0
100919,19641104,   47,    0
100919,19641105,   51,    0
100919,19641106,  -15,    0
100919,19641107,  -14,    0
100919,19641108,    8,    0
100919,19641109,  -69,    0
100919,19641110,  -64,    0
100919,19641111,  -57,    0
100919,19641112,   11,    0
100919,19641113,   55,    0
100919,19641114,   60,    0
100919,19641115,   44,    0
100919,19641116,   31,    0
100919,19641117,   13,    0
100919,19641118,   -2,    0
100919,19641119,   28,    0
100919,19641120,   73,    0
100919,19641121,   76,    0
100919,19641122,   74,    0
100919,19641123,   44,    0
100919,19641124,   48,    0
100919,19641125,   63,    0
100919,19641126,  -20,    0
100919,19641127,    7,    0
100919,19641128,  -36,    0
100919,19641129,  -23,    0
100919,19641130,  -59,    0
100919,19641201,  -26,    0
100919,19641202,  -59,    0
100919,19641203,  -12,    0
100919,19641204,  -42,    0
100919,19641205,  -26,    0
100919,19641206,    3,    0
100919,19641207,   28,    0
100919,19641208,   26,    0
100919,19641209,   34,    0
100919,19641210,   -8,    0
100919,19641211,  -12,    0
100919,19641212,    4,    0
100919,19641213,   17,    0
100919,19641214,    2,    0
100919,19641215,  -22,    0
100919,19641216,   -4,    0
100919,19641217,   -2,    0
100919,19641218,  -59,    0
100919,19641219,  -54,    0
100919,19641220,   -9,    0
100919,19641221,    8,    0
100919,19641222,  -12,    0
100919,19641223,    6,    0
100919,19641224,  -14,    1
100919,19641225,  -44,    0
100919,19641226, -111,    0
100919,19641227,  -62,    0
100919,19641228, -146,    0
100919,19641229, -145,    0
100919,19641230,   12,    0
100919,19641231,    7,    0
100919,19650101,    4,    0
100919,19650102,  -22,    0
100919,19650103,  -36,    0
100919,19650104, -105,    0
100919,19650105,  -68,    0
100919,19650106,    8,    0
100919,19650107,   32,    0
100919,19650108,   37,    0
100919,19650109,    5,    0
100919,19650110,   -8,    0
100919,19650111,   56,    1
100919,19650112,   46,    0
100919,19650113,    0,    0
100919,19650114,   -2,    0
100919,19650115,   -4,    0
100919,19650116,   -3,    0
100919,19650117,    4,    0
100919,19650118,   -8,    0
100919,19650119,  -74,    0
100919,19650120,  -72,    0
100919,19650121,  -56,    0
100919,19650122,  -42,    0
100919,19650123,   -8,    0
100919,19650124,    3,    0
100919,19650125,  -47,    0
100919,19650126,  -46,    0
100919,19650127,  -21,    0
100919,19650128,  -56,    0
100919,19650129,  -41,    0
100919,19650130, -109,    0
100919,19650131,  -56,    0
100919,19650201,  -73,    0
100919,19650202,   -6,    0
100919,19650203,  -82,    0
100919,19650204,  -76,    0
100919,19650205,   -8,    0
100919,19650206,   40,    0
100919,19650207,   30,    0
100919,19650208,  -33,    0
100919,19650209,    5,    0
100919,19650210,    6,    0
100919,19650211,  -60,    0
100919,19650212,  -41,    0
100919,19650213,   -8,    0
100919,19650214,  -22,    0
100919,19650215,   -7,    0
100919,19650216,   -4,    0
100919,19650217,   -3,    0
100919,19650218,  -24,    0
100919,19650219,   -4,    0
100919,19650220,    7,    0
100919,19650221,  -10,    0
100919,19650222,   -2,    0
100919,19650223,    6,    0
100919,19650224,   -2,    0
100919,19650225,  -14,    0
100919,19650226,  -36,    0
100919,19650227,  -10,    0
100919,19650228,  -31,    0
100919,19650301,  -31,    0
100919,19650302, -147,    0
100919,19650303, -120,    0
100919,19650304,  -49,    0
100919,19650305,  -26,    0
100919,19650306,  -56,    0
100919,19650307,  -81,    0
100919,19650308,  -10,    0
100919,19650309,  -27,    0
100919,19650310,  -51,    0
100919,19650311,  -62,    0
100919,19650312,  -18,    0
100919,19650313,   -7,    0
100919,19650314,   45,    0
100919,19650315,   52,    0
100919,19650316,   42,    0
100919,19650317,   35,    0
100919,19650318,   13,    0
100919,19650319,   -2,    0
100919,19650320,   -1,    0
100919,19650321,   -4,    0
100919,19650322,   -6,    0
100919,19650323,    1,    0
100919,19650324,   -3,    0
100919,19650325,    1,    0
100919,19650326,    5,    0
100919,19650327,   22,    0
100919,19650328,   43,    0
100919,19650329,  -25,    0
100919,19650330,   24,    0
100919,19650331,  -21,    0
100919,19650401,  -36,    0
100919,19650402,  -33,    0
100919,19650403,  -31,    0
100919,19650404,   34,    0
100919,19650405,   -5,    0
100919,19650406,  -32,    0
100919,19650407,   29,    0
100919,19650408,   21,    0
100919,19650409,  -20,    0
100919,19650410,   26,    0
100919,19650411,   17,    0
100919,19650412,   18,    0
100919,19650413,    7,    0
100919,19650414,   -9,    0
100919,19650415,   45,    0
100919,19650416,   18,    0
100919,19650417,   52,    0
100919,19650418,   18,    0
100919,19650419,    1,    0
100919,19650420,    7,    0
100919,19650421,  -27,    0
100919,19650422,  -52,    0
100919,19650423,   42,    0
100919,19650424,   12,    0
100919,19650425,   17,    0
100919,19650426,   32,    0
100919,19650427,   18,    0
100919,19650428,   27,    0
100919,19650429,   41,    0
100919,19650430,   40,    0
100919,19650501,    7,    0
100919,19650502,   44,    0
100919,19650503,   47,    0
100919,19650504,   50,    0
100919,19650505,   50,    0
100919,19650506,   30,    0
100919,19650507,   64,    0
100919,19650508,   63,    0
100919,19650509,   65,    0
100919,19650510,   60,    0
100919,19650511,   10,    0
100919,19650512,   45,    0
100919,19650513,   72,    0
100919,19650514,   66,    0
100919,19650515,   94,    0
100919,19650516,   86,    1
100919,19650517,   59,    0
100919,19650518,   12,    0
100919,19650519,  -31,    0
100919,19650520,  -20,    0
100919,19650521,   36,    0
100919,19650522,   77,    0
100919,19650523,   92,    0
100919,19650524,   70,    0
100919,19650525,   36,    0
100919,19650526,   52,    0
100919,19650527,   75,    0
100919,19650528,   54,    0
100919,19650529,   49,    0
100919,19650530,   39,    0
100919,19650531,   51,    0
100919,19650601,   21,    0
100919,19650602,   11,    0
100919,19650603,   22,    0
100919,19650604,   20,    0
100919,19650605,   86,    0
100919,19650606,   74,    0
100919,19650607,   81,    0
100919,19650608,   82,    0
100919,19650609,   70,    0
100919,19650610,   78,    0
100919,19650611,   56,    0
100919,19650612,   90,    0
100919,19650613,  119,    0
100919,19650614,   49,    0
100919,19650615,  115,    0
100919,19650616,   92,    0
100919,19650617,   74,    0
100919,19650618,   94,    0
100919,19650619,  101,    0
100919,19650620,  103,    0
100919,19650621,  113,    0
100919,19650622,   92,    0
100919,19650623,   87,    0
100919,19650624,   92,    0
100919,19650625,   97,    0
100919,19650626,   68,    0
100919,19650627,   91,    0
100919,19650628,   82,    0
100919,19650629,   55,    0
100919,19650630,  124,    0
100919,19650701,   68,    0
100919,19650702,  103,    0
100919,19650703,   37,    0
100919,19650704,   24,    0
100919,19650705,   20,    0
100919,19650706,   55,    0
100919,19650707,   20,    0
100919,19650708,   33,    0
100919,19650709,   70,    0
100919,19650710,    4,    0
100919,19650711,  105,    0
100919,19650712,   74,    0
100919,19650713,   96,    0
100919,19650714,   87,    0
100919,19650715,   81,    0
100919,19650716,   35,    0
100919,19650717,   12,    0
100919,19650718,   65,    0
100919,19650719,   96,    0
100919,19650720,  115,    0
100919,19650721,  120,    0
100919,19650722,  116,    0
100919,19650723,   70,    0
100919,19650724,   57,    0
100919,19650725,  106,    0
100919,19650726,   92,    0
100919,19650727,   90,    0
100919,19650728,  109,    0
100919,19650729,  109,    0
100919,19650730,   30,    0
100919,19650731,   45,    0
100919,19650801,   68,    0
100919,19650802,   20,    0
100919,19650803,   69,    0
100919,19650804,   15,    0
100919,19650805,  104,    0
100919,19650806,   88,    0
100919,19650807,   74,    0
100919,19650808,   76,    0
100919,19650809,   43,    0
100919,19650810,   61,    0
100919,19650811,   82,    0
100919,19650812,  116,    0
100919,19650813,   86,    0
100919,19650814,   91,    0
100919,19650815,  128,    0
100919,19650816,  124,    0
100919,19650817,   73,    0
100919,19650818,   94,    0
100919,19650819,   83,    0
100919,19650820,   68,    0
100919,19650821,  106,    0
100919,19650822,   62,    0
100919,19650823,  106,    0
100919,19650824,   99,    0
100919,19650825,   81,    0
100919,19650826,   64,    0
100919,19650827,   -1,    0
100919,19650828,  107,    0
100919,19650829,   83,    0
100919,19650830,   85,    0
100919,19650831,   74,    0
100919,19650901,   37,    0
100919,19650902,   -2,    0
100919,19650903,   86,    0
100919,19650904,   98,    0
100919,19650905,   98,    0
100919,19650906,   80,    0
100919,19650907,   76,    0
100919,19650908,   18,    0
100919,19650909,   43,    0
100919,19650910,   62,    0
100919,19650911,   69,    0
100919,19650912,   37,    0
100919,19650913,   36,    0
100919,19650914,   53,    0
100919,19650915,  103,    0
100919,19650916,  107,    0
100919,19650917,   71,    0
100919,19650918,   75,    0
100919,19650919,   15,    0
100919,19650920,   71,    0
100919,19650921,  104,    0
100919,19650922,  116,    0
100919,19650923,   88,    0
100919,19650924,   93,    0
100919,19650925,  104,    0
100919,19650926,   83,    0
100919,19650927,   41,    0
100919,19650928,   40,    0
100919,19650929,   68,    0
100919,19650930,   93,    0
100919,19651001,   83,    0
100919,19651002,   86,    0
100919,19651003,   76,    0
100919,19651004,   92,    0
100919,19651005,   91,    0
100919,19651006,  104,    0
100919,19651007,   92,    0
100919,19651008,   87,    0
100919,19651009,   51,    0
100919,19651010,   55,    0
100919,19651011,   10,    0
100919,19651012,   13,    0
100919,19651013,   55,    0
100919,19651014,   80,    0
100919,19651015,   37,    0
100919,19651016,    1,    0
100919,19651017,   35,    0
100919,19651018,   -6,    0
100919,19651019,    5,    0
100919,19651020,    9,    0
100919,19651021,   27,    0
100919,19651022,   19,    0
100919,19651023,   -6,    0
100919,19651024,   15,    0
100919,19651025,   30,    0
100919,19651026,   11,    0
100919,19651027,   81,    0
100919,19651028,  101,    0
100919,19651029,   38,    0
100919,19651030,   53,    0
100919,19651031,   40,    0
100919,19651101,   54,    0
100919,19651102,   17,    0
100919,19651103,  -17,    0
100919,19651104,  -25,    0
100919,19651105,  -32,    0
100919,19651106,   -1,    0
100919,19651107,   32,    0
100919,19651108,   61,    0
100919,19651109,   44,    0
100919,19651110,   50,    0
100919,19651111,   57,    1
100919,19651112,   36,    1
100919,19651113,  -13,    0
100919,19651114,  -24,    0
100919,19651115,  -52,    0
100919,19651116,  -43,    0
100919,19651117,   -6,    0
100919,19651118,    9,    0
100919,19651119,   12,    0
100919,19651120,   13,    0
100919,19651121,   -7,    0
100919,19651122,  -43,    0
100919,19651123,  -45,    0
100919,19651124,  -24,    0
100919,19651125,  -15,    0
100919,19651126,  -46,    0
100919,19651127,  -46,    0
100919,19651128,  -19,    0
100919,19651129,  -36,    0
100919,19651130,  -32,    0
100919,19651201,  -24,    0
100919,19651202,  -86,    0
100919,19651203,    3,    0
100919,19651204,  -65,    0
100919,19651205,  -58,    0
100919,19651206,    4,    0
100919,19651207,   -2,    0
100919,19651208,  -26,    0
100919,19651209,   24,    0
100919,19651210,   20,    0
100919,19651211,  -20,    0
100919,19651212,   -5,    0
100919,19651213,    4,    0
100919,19651214,   15,    0
100919,19651215,   32,    0
100919,19651216,   61,    0
100919,19651217,   13,    0
100919,19651218,   34,    0
100919,19651219,   14,    0
100919,19651220,   14,    0
100919,19651221,    6,    0
100919,19651222,   -8,    0
100919,19651223,   22,    0
100919,19651224,   32,    1
100919,19651225,   12,    0
100919,19651226,  -56,    0
100919,19651227,  -80,    0
100919,19651228, -102,    0
100919,19651229, -112,    0
100919,19651230,   -7,    0
100919,19651231,   20,    0
100919,19660101,   15,    0
100919,19660102,   21,    0
100919,19660103,  -30,    0
100919,19660104,  -70,    0
100919,19660105,  -36,    0
100919,19660106,   48,    0
100919,19660107,   35,    0
100919,19660108,   23,    0
100919,19660109,   -8,    0
100919,19660110,  -33,    0
100919,19660111,   -3,    0
100919,19660112,    3,    0
100919,19660113,   -2,    0
100919,19660114,  -20,    0
100919,19660115,  -69,    0
100919,19660116,  -17,    0
100919,19660117,   -8,    1
100919,19660118, -107,    0
100919,19660119,  -96,    0
100919,19660120,  -68,    0
100919,19660121,  -11,    0
100919,19660122,    0,    0
100919,19660123,   11,    0
100919,19660124,  -17,    0
100919,19660125,  -27,    0
100919,19660126,   13,    0
100919,19660127,   25,    0
100919,19660128,   30,    0
100919,19660129,   53,    0
100919,19660130,   53,    1
100919,19660131,   -8,    0
100919,19660201,  -56,    0
100919,19660202,   -4,    0
100919,19660203,   29,    0
100919,19660204,   58,    0
100919,19660205,   29,    0
100919,19660206,   50,    1
100919,19660207,   35,    1
100919,19660208,    4,    1
100919,19660209,  -19,    0
100919,19660210,  -18,    0
100919,19660211,  -32,    0
100919,19660212,  -28,    0
100919,19660213,  -12,    0
100919,19660214,  -46,    0
100919,19660215,  -80,    0
100919,19660216,  -56,    0
100919,19660217,  -66,    0
100919,19660218,  -63,    0
100919,19660219,  -24,    0
100919,19660220,   -5,    0
100919,19660221,   15,    0
100919,19660222,   23,    0
100919,19660223,    5,    0
100919,19660224,   -5,    0
100919,19660225,   10,    0
100919,19660226,   60,    0
100919,19660227,   46,    0
100919,19660228,   45,    0
100919,19660301,   -1,    0
100919,19660302,   18,    0
100919,19660303,   42,    0
100919,19660304,   43,    0
100919,19660305,   21,    0
100919,19660306,   55,    0
100919,19660307,   57,    0
100919,19660308,   53,    0
100919,19660309,   13,    0
100919,19660310,   31,    0
100919,19660311,   15,    0
100919,19660312,   20,    0
100919,19660313,  -38,    0
100919,19660314,   -3,    0
100919,19660315,    3,    0
100919,19660316,   56,    0
100919,19660317,   42,    0
100919,19660318,  -17,    0
100919,19660319,  -49,    0
100919,19660320,   -2,    0
100919,19660321,   30,    0
100919,19660322,   14,    0
100919,19660323,   27,    0
100919,19660324,   -8,    0
100919,19660325,  -33,    0
100919,19660326,   -4,    0
100919,19660327,   11,    0
100919,19660328,    6,    0
100919,19660329,  -26,    0
100919,19660330,   24,    0
100919,19660331,   -2,    0
100919,19660401,    4,    0
100919,19660402,  -15,    0
100919,19660403,  -24,    0
100919,19660404,  -40,    0
100919,19660405,   -1,    0
100919,19660406,   14,    0
100919,19660407,   27,    0
100919,19660408,   31,    0
100919,19660409,   36,    0
100919,19660410,   27,    0
100919,19660411,   15,    0
100919,19660412,   11,    0
100919,19660413,  -10,    0
100919,19660414,  -30,    0
100919,19660415,  -41,    0
100919,19660416,  -23,    0
100919,19660417,  -25,    0
100919,19660418,  -12,    0
100919,19660419,    3,    0
100919,19660420,    4,    0
100919,19660421,   19,    0
100919,19660422,   40,    0
100919,19660423,   65,    0
100919,19660424,   55,    0
100919,19660425,   11,    0
100919,19660426,   59,    0
100919,19660427,   66,    0
100919,19660428,   28,    0
100919,19660429,   65,    0
100919,19660430,   50,    0
100919,19660501,   17,    0
100919,19660502,   35,    0
100919,19660503,   45,    0
100919,19660504,   63,    0
100919,19660505,   10,    0
100919,19660506,   28,    0
100919,19660507,   25,    0
100919,19660508,   24,    0
100919,19660509,   15,    0
100919,19660510,  -35,    0
100919,19660511,   50,    0
100919,19660512,   50,    0
100919,19660513,    4,    0
100919,19660514,   69,    0
100919,19660515,   -2,    0
100919,19660516,   -7,    0
100919,19660517,   66,    0
100919,19660518,    7,    0
100919,19660519,   42,    0
100919,19660520,   47,    0
100919,19660521,   60,    0
100919,19660522,   71,    0
100919,19660523,   55,    0
100919,19660524,   10,    0
100919,19660525,   72,    0
100919,19660526,   82,    0
100919,19660527,   45,    0
100919,19660528,   20,    0
100919,19660529,    3,    0
100919,19660530,   35,    0
100919,19660531,   46,    0
100919,19660601,   86,    0
100919,19660602,   90,    0
100919,19660603,   78,    0
100919,19660604,  102,    0
100919,19660605,  105,    0
100919,19660606,   61,    0
100919,19660607,   94,    0
100919,19660608,   80,    0
100919,19660609,   92,    0
100919,19660610,  109,    0
100919,19660611,  103,    0
100919,19660612,  110,    0
100919,19660613,  115,    0
100919,19660614,  114,    0
100919,19660615,  118,    0
100919,19660616,  110,    0
100919,19660617,   98,    0
100919,19660618,  102,    0
100919,19660619,   50,    0
100919,19660620,   53,    0
100919,19660621,   72,    0
100919,19660622,  107,    0
100919,19660623,  111,    0
100919,19660624,   98,    0
100919,19660625,   92,    0
100919,19660626,   94,    0
100919,19660627,  103,    0
100919,19660628,   86,    0
100919,19660629,   17,    0
100919,19660630,   84,    0
100919,19660701,   60,    0
100919,19660702,  102,    0
100919,19660703,   55,    0
100919,19660704,   60,    0
100919,19660705,   84,    0
100919,19660706,  103,    0
100919,19660707,  108,    0
100919,19660708,  108,    0
100919,19660709,   66,    0
100919,19660710,  117,    0
100919,19660711,   91,    0
100919,19660712,  112,    0
100919,19660713,  104,    0
100919,19660714,   78,    0
100919,19660715,   76,    0
100919,19660716,   80,    0
100919,19660717,   47,    0
100919,19660718,   29,    0
100919,19660719,   31,    0
100919,19660720,   87,    0
100919,19660721,   91,    0
100919,19660722,   67,    0
100919,19660723,  125,    0
100919,19660724,  100,    0
100919,19660725,   29,    0
100919,19660726,   89,    0
100919,19660727,   42,    0
100919,19660728,   89,    0
100919,19660729,   55,    0
100919,19660730,   73,    0
100919,19660731,   60,    0
100919,19660801,   45,    0
100919,19660802,   44,    0
100919,19660803,   59,    0
100919,19660804,   95,    0
100919,19660805,   90,    0
100919,19660806,   53,    0
100919,19660807,   52,    0
100919,19660808,   66,    0
100919,19660809,   97,    0
100919,19660810,  103,    0
100919,19660811,   94,    0
100919,19660812,  133,    1
100919,19660813,  100,    0
100919,19660814,   63,    0
100919,19660815,   27,    0
100919,19660816,   57,    0
100919,19660817,  126,    0
100919,19660818,  133,    0
100919,19660819,  111,    0
100919,19660820,  107,    0
100919,19660821,  106,    0
100919,19660822,   46,    0
100919,19660823,   46,    0
100919,19660824,   42,    0
100919,19660825,   40,    0
100919,19660826,   64,    0
100919,19660827,   69,    0
100919,19660828,   89,    0
100919,19660829,  109,    0
100919,19660830,  124,    0
100919,19660831,  110,    0
100919,19660901,   95,    0
100919,19660902,  108,    0
100919,19660903,  109,    0
100919,19660904,  125,    0
100919,19660905,   95,    0
100919,19660906,  112,    0
100919,19660907,   96,    0
100919,19660908,   50,    0
100919,19660909,   50,    0
100919,19660910,   90,    0
100919,19660911,   79,    0
100919,19660912,  110,    0
100919,19660913,   64,    0
100919,19660914,   68,    0
100919,19660915,   84,    0
100919,19660916,   22,    0
100919,19660917,   90,    0
100919,19660918,  115,    0
100919,19660919,   79,    0
100919,19660920,   76,    0
100919,19660921,   87,    0
100919,19660922,   26,    0
100919,19660923,   52,    0
100919,19660924,   81,    0
100919,19660925,   83,    0
100919,19660926,   51,    0
100919,19660927,   85,    0
100919,19660928,   86,    0
100919,19660929,   78,    0
100919,19660930,   88,    0
100919,19661001,   84,    0
100919,19661002,   11,    0
100919,19661003,   -2,    0
100919,19661004,   52,    0
100919,19661005,   24,    0
100919,19661006,   57,    0
100919,19661007,   90,    0
100919,19661008,   59,    0
100919,19661009,   48,    0
100919,19661010,   82,    0
100919,19661011,   29,    0
100919,19661012,   51,    0
100919,19661013,   92,    0
100919,19661014,   84,    0
100919,19661015,   59,    0
100919,19661016,  -18,    0
100919,19661017,    5,    0
100919,19661018,   20,    0
100919,19661019,   71,    0
100919,19661020,   55,    0
100919,19661021,   61,    0
100919,19661022,   25,    0
100919,19661023,   -7,    0
100919,19661024,  -19,    0
100919,19661025,   16,    0
100919,19661026,    6,    0
100919,19661027,    6,    0
100919,19661028,    6,    0
100919,19661029,  -20,    0
100919,19661030,    9,    0
100919,19661031,   33,    0
100919,19661101,    5,    0
100919,19661102,   14,    0
100919,19661103,  -45,    0
100919,19661104,  -20,    0
100919,19661105,   18,    0
100919,19661106,   16,    0
100919,19661107,   43,    0
100919,19661108,   50,    0
100919,19661109,  -11,    0
100919,19661110,  -39,    0
100919,19661111,  -76,    0
100919,19661112,  -23,    0
100919,19661113,   61,    0
100919,19661114,   20,    0
100919,19661115,   20,    0
100919,19661116,   28,    0
100919,19661117,   23,    0
100919,19661118,   30,    0
100919,19661119,    8,    0
100919,19661120,   10,    0
100919,19661121,   -2,    0
100919,19661122,   15,    0
100919,19661123,    8,    0
100919,19661124,  -20,    0
100919,19661125,  -21,    0
100919,19661126,   38,    0
100919,19661127,   68,    1
100919,19661128,  -10,    0
100919,19661129,  -10,    0
100919,19661130,  -20,    0
100919,19661201,   -5,    0
100919,19661202,    4,    0
100919,19661203,  -20,    0
100919,19661204,  -18,    0
100919,19661205,    6,    0
100919,19661206,   35,    0
100919,19661207,   20,    0
100919,19661208,   34,    0
100919,19661209,   -8,    0
100919,19661210,    5,    0
100919,19661211,   -5,    0
100919,19661212,    0,    0
100919,19661213,    6,    0
100919,19661214,  -65,    0
100919,19661215,  -57,    0
100919,19661216,   15,    0
100919,19661217,   48,    0
100919,19661218,   45,    0
100919,19661219,   26,    0
100919,19661220,   -7,    0
100919,19661221,   -7,    0
100919,19661222,   15,    0
100919,19661223,   32,    1
100919,19661224,  -42,    0
100919,19661225,  -62,    0
100919,19661226,  -56,    0
100919,19661227,    5,    0
100919,19661228,   15,    0
100919,19661229,   45,    0
100919,19661230,  -13,    0
100919,19661231,    0,    0
100919,19670101,   -1,    0
100919,19670102,  -21,    0
100919,19670103,  -35,    0
100919,19670104,  -40,    0
100919,19670105,  -39,    0
100919,19670106,  -84,    0
100919,19670107,  -37,    0
100919,19670108,  -11,    0
100919,19670109,  -21,    0
100919,19670110,  -35,    0
100919,19670111,   -3,    0
100919,19670112,   -6,    0
100919,19670113,   50,    0
100919,19670114,   40,    0
100919,19670115,   19,    0
100919,19670116,   22,    0
100919,19670117,    6,    0
100919,19670118,    4,    0
100919,19670119,   21,    0
100919,19670120,   23,    0
100919,19670121,   42,    1
100919,19670122,    6,    0
100919,19670123,    0,    0
100919,19670124,    7,    0
100919,19670125,  -12,    0
100919,19670126,    3,    0
100919,19670127,    7,    0
100919,19670128,   35,    0
100919,19670129,   59,    0
100919,19670130,   63,    0
100919,19670131,   60,    0
100919,19670201,   57,    0
100919,19670202,   62,    0
100919,19670203,   69,    0
100919,19670204,   39,    0
100919,19670205,   37,    0
100919,19670206,   49,    0
100919,19670207,  -14,    0
100919,19670208,  -62,    0
100919,19670209,  -53,    0
100919,19670210,   27,    0
100919,19670211,  -30,    0
100919,19670212,   -1,    0
100919,19670213,  -57,    0
100919,19670214,  -27,    0
100919,19670215,  -23,    0
100919,19670216,   14,    0
100919,19670217,   11,    0
100919,19670218,  -35,    0
100919,19670219,  -16,    0
100919,19670220,   11,    0
100919,19670221,   12,    0
100919,19670222,    7,    0
100919,19670223,   -5,    0
100919,19670224,   -4,    0
100919,19670225,   22,    0
100919,19670226,   30,    0
100919,19670227,   -7,    0
100919,19670228,   18,    0
100919,19670301,   12,    0
100919,19670302,   15,    0
100919,19670303,   23,    0
100919,19670304,   54,    0
100919,19670305,   32,    0
